No# Tasks running,cpuUsage(CPU usage of all CPUs of the host in MHz),energyUsage(Power usage of the host in W)
0,125440.0,62997
0,125440.0,62997
0,125440.0,62997
0,125440.0,178813
0,125440.0,155320
0,125440.0,237846
0,125440.0,159873
0,125440.0,154639
0,125440.0,62999
0,125440.0,62999
0,125440.0,117033
0,123480.0,251500
0,125440.0,251780
0,125440.0,251366
0,125440.0,251674
0,125440.0,251825
0,125440.0,63000
0,125440.0,134412
0,125440.0,251401
0,125440.0,251830
0,125440.0,251881
0,125440.0,251610
0,125440.0,251828
0,123480.0,251895
0,125440.0,157424
0,123480.0,250447
0,125440.0,250773
0,125440.0,250770
0,123480.0,250956
0,125440.0,250395
0,125440.0,250875
0,125440.0,250391
0,125440.0,251411
0,125440.0,250586
0,125440.0,250759
0,125440.0,251175
0,123480.0,251083
0,125440.0,250863
0,125440.0,250926
0,125440.0,250779
0,125440.0,251848
0,125440.0,251823
0,125440.0,251495
0,125440.0,251743
0,125440.0,251750
0,125440.0,251753
0,125440.0,251871
0,125440.0,251511
0,125440.0,251701
0,125440.0,251299
0,125440.0,251556
0,125440.0,251720
0,125440.0,251616
0,125440.0,251646
0,125440.0,251478
0,125440.0,251574
0,52920.0,209522
0,19600.0,163745
0,23520.0,160364
0,17640.0,174452
0,17640.0,160100
0,19600.0,160642
0,9800.0,154850
0,9800.0,159089
0,43120.0,131275
0,9800.0,78321
0,7840.0,82053
0,3920.0,76544
0,5880.0,76632
0,5880.0,77224
0,1960.0,65875
0,0.0,64883
