No# Tasks running,cpuUsage(CPU usage of all CPUs of the host in MHz),energyUsage(Power usage of the host in W)
0,125440.0,62997
0,125440.0,62997
0,125440.0,62997
0,125440.0,229143
0,125440.0,232250
0,125440.0,228432
0,125440.0,212473
0,125440.0,92333
0,125440.0,62983
0,119560.0,72697
0,125440.0,86142
0,125440.0,101782
0,125440.0,114783
0,125440.0,219541
0,125440.0,207628
0,125440.0,224251
0,125440.0,62999
0,125440.0,62999
0,125440.0,116578
0,125440.0,248120
0,125440.0,228563
0,125440.0,231556
0,123480.0,244322
0,125440.0,234940
0,125440.0,240453
0,125440.0,224567
0,125440.0,242387
0,125440.0,220374
0,123480.0,212486
0,33320.0,212689
0,47040.0,210730
0,23520.0,199909
0,125440.0,63000
0,125440.0,134350
0,125440.0,251356
0,125440.0,251331
0,125440.0,250409
0,125440.0,251399
0,125440.0,251727
0,125440.0,251200
0,125440.0,251118
0,123480.0,250753
0,125440.0,251623
0,125440.0,251446
0,125440.0,251365
0,125440.0,250171
0,125440.0,247784
0,125440.0,241227
0,125440.0,157641
0,105840.0,221196
0,7840.0,158957
0,5880.0,166107
0,13720.0,172284
0,7840.0,176175
0,17640.0,182773
0,13720.0,165482
0,7840.0,163856
0,11760.0,173235
0,11760.0,178791
0,11760.0,171947
0,11760.0,171222
0,5880.0,172868
0,9800.0,168955
0,11760.0,163415
0,125440.0,251572
0,74480.0,176525
0,1960.0,63090
0,0.0,61214
0,0.0,62638
0,1960.0,63817
0,3920.0,68156
0,0.0,62499
0,1960.0,63547
0,0.0,61697
0,0.0,61487
0,0.0,61746
0,1960.0,65080
0,0.0,60890
0,0.0,61822
0,0.0,61644
0,121520.0,247456
0,68600.0,173979
0,0.0,61219
0,0.0,60000
0,0.0,60000
0,0.0,61659
0,0.0,63045
0,0.0,60000
0,0.0,61602
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,61623
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,90160.0,230207
0,1960.0,98132
0,0.0,60000
0,0.0,60000
0,0.0,59999
0,0.0,60000
0,0.0,59999
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,54880.0,170516
0,0.0,61544
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,59999
0,0.0,60000
0,0.0,59999
0,5880.0,101416
0,0.0,59999
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
