No# Tasks running,cpuUsage(CPU usage of all CPUs of the host in MHz),energyUsage(Power usage of the host in W)
0,125440.0,146457
0,125440.0,160430
0,125440.0,225233
0,125440.0,166830
0,120960.0,63425
0,120960.0,63425
0,120960.0,63425
0,120960.0,212135
0,125440.0,251727
0,125440.0,251833
0,125440.0,251806
0,125440.0,251766
0,120960.0,63428
0,120960.0,63428
0,120960.0,69088
0,120960.0,251744
0,125440.0,251836
0,125440.0,251757
0,123480.0,251455
0,125440.0,251796
0,120960.0,63428
0,120960.0,148891
0,120960.0,251401
0,120960.0,251728
0,125440.0,251159
0,125440.0,251699
0,117600.0,251494
0,123480.0,251314
0,120960.0,184045
0,118800.0,251303
0,118800.0,251064
0,118800.0,251458
0,119560.0,250752
0,119560.0,250697
0,125440.0,250154
0,125440.0,250361
0,120960.0,250703
0,120960.0,250404
0,120960.0,249997
0,116640.0,250518
0,125440.0,251415
0,125440.0,251606
0,125440.0,251576
0,125440.0,250952
0,120960.0,251515
0,120960.0,251582
0,120960.0,251617
0,120960.0,251211
0,123480.0,251902
0,125440.0,251821
0,125440.0,251824
0,125440.0,251831
0,120960.0,251804
0,120960.0,251665
0,120960.0,251888
0,120960.0,251857
0,37240.0,202045
0,21560.0,196672
0,23520.0,197434
0,25480.0,196551
0,49680.0,209672
0,17280.0,190309
0,15120.0,187514
0,17280.0,189056
0,7840.0,83516
0,1960.0,68186
0,5880.0,73549
0,3920.0,69757
0,28080.0,109240
0,10800.0,78281
0,4320.0,68382
0,12960.0,81191
0,0.0,67372
0,0.0,61251
0,0.0,66146
0,0.0,63847
0,6480.0,94553
0,0.0,66600
0,0.0,61734
0,0.0,69219
