Time (s),Tasks #
1.0,960
2.0,900
7.0,331
0.001,541
2331.0,1
4018.0,1
61.0,116
87.0,8
661.0,8
77.0,9
5.0,35
2853.0,1
8.0,504
1255.0,5
36.0,1010
10.0,926
9.0,790
1140.0,9
755.0,8
675.0,7
959.0,16
34.0,512
594.0,3
536.0,4
1006.0,7
965.0,5
1057.0,11
1169.0,5
31.0,84
1408.0,1
481.0,6
740.0,11
6196.0,1
12.0,11
561.0,13
90.0,4
2570.0,2
3744.0,2
3381.0,1
138.0,4
987.0,6
2865.0,1
2724.0,3
11.0,39
3.0,48
6116.0,1
2512.0,3
2692.0,2
5164.0,1
985.0,11
2657.0,1
92.0,7
497.0,5
85.0,5
100.0,5
72.0,6
1318.0,7
800.0,8
1126.0,8
469.0,5
506.0,7
731.0,5
795.0,5
1118.0,9
872.0,6
996.0,6
718.0,7
1332.0,8
989.0,4
510.0,7
1348.0,5
885.0,6
3020.0,1
64.0,7
940.0,3
651.0,11
53.0,5
2916.0,3
70.0,6
151.0,3
50.0,4
583.0,9
2675.0,2
2651.0,1
3305.0,1
3805.0,1
2468.0,1
685.0,9
5937.0,1
1633.0,1
66.0,7
146.0,3
5077.0,1
1766.0,1
48.0,4
2788.0,1
1864.0,1
5524.0,1
51.0,6
3074.0,1
2640.0,2
522.0,7
855.0,13
2688.0,1
2405.0,2
2685.0,2
2696.0,1
479.0,11
2555.0,1
59.0,5
26.0,369
6.0,19
20.0,1765
22.0,16
24.0,122
18.0,321
94.0,2
2712.0,1
891.0,8
2168.0,1
2864.0,1
553.0,7
573.0,4
655.0,12
1242.0,7
744.0,10
732.0,4
979.0,8
822.0,8
695.0,9
1075.0,5
446.0,1
533.0,5
1161.0,10
520.0,6
1155.0,8
696.0,5
642.0,7
720.0,8
677.0,7
1083.0,11
611.0,4
955.0,4
757.0,10
868.0,4
1008.0,3
1191.0,10
671.0,2
622.0,12
894.0,5
674.0,3
897.0,5
644.0,9
820.0,10
33.0,103
993.0,6
775.0,13
779.0,8
888.0,4
824.0,9
1263.0,2
1022.0,7
489.0,3
864.0,7
789.0,9
767.0,10
870.0,3
38.0,16
1353.0,6
808.0,5
781.0,11
801.0,9
898.0,2
1108.0,7
1220.0,7
892.0,7
564.0,4
448.0,6
1289.0,6
1279.0,10
589.0,7
1357.0,5
1012.0,11
830.0,7
657.0,10
833.0,7
706.0,4
592.0,4
863.0,5
493.0,3
1207.0,4
512.0,11
1167.0,11
557.0,12
35.0,24
635.0,3
714.0,10
683.0,13
1077.0,4
629.0,3
844.0,17
612.0,13
662.0,6
1395.0,2
606.0,1
983.0,6
997.0,3
1110.0,4
550.0,5
1153.0,6
551.0,17
742.0,9
1165.0,4
737.0,2
838.0,15
879.0,13
812.0,7
1020.0,10
29.0,9
842.0,11
1151.0,7
1120.0,11
942.0,7
1355.0,4
1326.0,2
1202.0,7
1196.0,8
804.0,7
509.0,5
1174.0,5
975.0,9
1211.0,4
900.0,5
1306.0,6
1203.0,4
904.0,7
951.0,8
931.0,5
438.0,2
628.0,4
705.0,5
1004.0,9
1100.0,11
1040.0,10
961.0,8
826.0,7
1046.0,7
967.0,7
620.0,5
887.0,8
595.0,4
924.0,10
759.0,7
930.0,6
724.0,7
692.0,4
669.0,4
828.0,5
729.0,5
1336.0,6
596.0,2
1171.0,5
648.0,6
598.0,2
516.0,6
1197.0,3
867.0,4
1034.0,6
665.0,11
1138.0,7
857.0,15
1168.0,6
734.0,5
579.0,6
750.0,6
1148.0,7
912.0,10
1285.0,6
1320.0,5
944.0,6
1032.0,1
1231.0,3
1218.0,8
444.0,6
950.0,5
1251.0,8
738.0,13
1179.0,11
1089.0,5
1253.0,15
748.0,6
527.0,1
794.0,3
524.0,8
1095.0,5
487.0,9
827.0,10
525.0,5
514.0,13
518.0,10
1224.0,6
562.0,7
1210.0,8
528.0,9
1112.0,11
811.0,2
502.0,6
707.0,2
625.0,4
681.0,13
650.0,2
914.0,6
1002.0,6
1159.0,8
1381.0,3
711.0,5
1387.0,5
1079.0,15
1379.0,5
1397.0,4
727.0,4
663.0,5
567.0,8
901.0,5
607.0,5
836.0,8
670.0,5
726.0,6
1201.0,2
1308.0,4
1236.0,5
774.0,8
1361.0,2
1037.0,7
1144.0,7
1225.0,4
1038.0,5
816.0,6
546.0,6
1846.0,1
2577.0,1
67.0,2
414.0,1
135.0,1
1362.0,1
79.0,5
2485.0,2
788.0,3
2583.0,1
150.0,2
2631.0,3
5851.0,1
2731.0,1
4.0,35
25.0,21
14.0,3
977.0,8
1072.0,3
540.0,8
877.0,13
848.0,10
831.0,1
1069.0,7
1150.0,3
883.0,8
1044.0,10
1106.0,4
542.0,10
653.0,7
1163.0,4
851.0,7
1157.0,5
948.0,12
618.0,3
730.0,4
1162.0,2
1214.0,11
1181.0,3
927.0,1
853.0,9
783.0,9
928.0,3
796.0,3
1067.0,4
910.0,8
1189.0,4
859.0,7
1389.0,1
1107.0,5
809.0,3
1104.0,6
1297.0,5
532.0,7
697.0,7
761.0,9
535.0,3
1193.0,4
992.0,6
1365.0,2
632.0,8
1248.0,7
1232.0,7
861.0,9
526.0,5
1170.0,3
700.0,7
538.0,8
1131.0,1
1066.0,4
1373.0,4
908.0,5
994.0,2
1314.0,3
1340.0,3
504.0,9
1262.0,6
869.0,6
1051.0,7
1277.0,2
777.0,9
638.0,11
793.0,6
1073.0,7
1393.0,4
1000.0,9
