Time (s),Tasks #
1.0,216
2.0,1644
8.0,461
0.001,541
2331.0,1
4018.0,1
67.0,57
95.0,7
661.0,5
85.0,9
6.0,27
2853.0,1
7.0,374
1255.0,8
36.0,1084
9.0,823
1140.0,8
755.0,7
612.0,14
870.0,6
34.0,565
594.0,6
536.0,6
1006.0,5
875.0,5
1057.0,14
1169.0,3
1408.0,1
481.0,8
740.0,7
6196.0,1
61.0,64
12.0,28
618.0,7
100.0,4
2570.0,2
3744.0,2
3381.0,1
153.0,7
987.0,8
10.0,893
2600.0,1
2724.0,1
11.0,20
3.0,54
6116.0,1
2512.0,3
2692.0,2
5164.0,1
1085.0,9
2657.0,1
102.0,7
451.0,3
93.0,5
110.0,5
79.0,6
1318.0,12
4.0,29
800.0,12
1126.0,9
469.0,3
506.0,7
806.0,8
795.0,4
600.0,9
1118.0,14
961.0,11
1097.0,9
718.0,9
1209.0,6
898.0,4
462.0,4
1224.0,6
885.0,5
3020.0,1
71.0,7
940.0,6
59.0,5
3214.0,1
77.0,6
151.0,4
55.0,4
642.0,10
2948.0,2
2922.0,1
3305.0,1
3805.0,1
2468.0,1
685.0,8
5937.0,1
1633.0,1
73.0,7
146.0,8
5077.0,1
1766.0,1
53.0,4
2788.0,1
1864.0,1
5524.0,1
57.0,5
3074.0,1
5.0,27
2910.0,2
522.0,10
855.0,16
2963.0,1
2405.0,2
2437.0,1
2696.0,1
435.0,2
2555.0,1
65.0,5
26.0,462
18.0,1093
20.0,989
104.0,2
2712.0,3
809.0,3
2168.0,1
2864.0,1
553.0,7
573.0,3
655.0,10
1369.0,8
675.0,8
732.0,7
979.0,13
906.0,10
695.0,6
1075.0,8
891.0,8
491.0,2
587.0,9
1279.0,10
520.0,8
1048.0,7
696.0,9
720.0,10
677.0,7
983.0,13
611.0,5
955.0,6
757.0,8
957.0,11
914.0,9
1191.0,12
671.0,5
622.0,13
894.0,4
742.0,8
897.0,10
585.0,7
904.0,6
993.0,6
779.0,4
824.0,10
1263.0,3
489.0,6
953.0,9
789.0,10
959.0,11
38.0,39
1227.0,2
808.0,5
861.0,9
883.0,10
989.0,2
1005.0,2
1344.0,6
892.0,3
1161.0,8
493.0,4
1289.0,8
589.0,6
1357.0,7
1012.0,11
753.0,15
657.0,7
833.0,2
706.0,3
653.0,9
783.0,11
1207.0,4
464.0,5
1167.0,9
557.0,10
700.0,9
648.0,3
683.0,9
1077.0,7
693.0,4
930.0,8
730.0,6
1395.0,1
606.0,4
905.0,5
1110.0,3
596.0,6
1046.0,9
500.0,7
1165.0,3
812.0,6
924.0,14
969.0,8
1020.0,13
32.0,8
842.0,7
1151.0,8
1016.0,7
31.0,31
942.0,12
820.0,13
1229.0,5
1326.0,6
1090.0,4
804.0,10
583.0,10
561.0,8
1174.0,2
975.0,10
1334.0,4
816.0,10
1185.0,9
862.0,2
1026.0,7
483.0,10
570.0,3
705.0,6
487.0,6
1004.0,4
1100.0,13
1040.0,13
781.0,10
872.0,3
826.0,9
877.0,11
620.0,11
709.0,6
887.0,6
595.0,3
688.0,3
797.0,4
763.0,3
669.0,4
828.0,5
1336.0,6
1062.0,1
911.0,6
588.0,4
598.0,3
516.0,2
1197.0,5
867.0,5
33.0,29
938.0,12
665.0,7
1138.0,5
777.0,12
1287.0,5
1353.0,5
614.0,8
734.0,5
579.0,11
1042.0,8
912.0,13
879.0,7
1166.0,3
1198.0,7
944.0,8
967.0,8
1032.0,3
1105.0,2
22.0,20
444.0,3
881.0,8
1135.0,4
738.0,14
1179.0,9
1089.0,4
1253.0,7
748.0,6
581.0,4
794.0,2
524.0,6
1095.0,1
442.0,1
514.0,14
571.0,7
724.0,4
562.0,1
1210.0,9
528.0,11
1226.0,9
893.0,6
502.0,6
707.0,5
625.0,3
650.0,1
1008.0,4
1002.0,5
827.0,9
1277.0,5
1387.0,5
1251.0,6
1268.0,4
727.0,3
663.0,6
567.0,4
759.0,8
722.0,10
888.0,4
1220.0,7
510.0,6
726.0,3
1201.0,1
1308.0,7
1236.0,6
853.0,10
1361.0,3
1142.0,8
729.0,2
1261.0,3
1351.0,4
546.0,8
1846.0,1
2840.0,1
414.0,1
148.0,2
1362.0,1
87.0,6
2485.0,2
869.0,6
2583.0,1
150.0,2
2631.0,2
5851.0,1
2731.0,1
28.0,21
14.0,4
977.0,8
1072.0,2
796.0,4
1059.0,6
848.0,6
928.0,5
916.0,6
1069.0,6
900.0,4
1150.0,2
948.0,12
1106.0,2
1181.0,4
542.0,10
1055.0,11
1050.0,3
1281.0,8
1214.0,7
834.0,5
1302.0,6
535.0,4
1022.0,6
1379.0,5
774.0,6
1171.0,6
744.0,6
968.0,4
901.0,5
24.0,29
825.0,3
1083.0,9
767.0,6
764.0,3
857.0,8
608.0,8
1079.0,8
1196.0,3
859.0,8
1389.0,4
1148.0,5
1104.0,5
681.0,11
540.0,8
1177.0,6
551.0,13
697.0,4
761.0,10
1153.0,7
1193.0,3
689.0,7
992.0,3
1365.0,2
638.0,8
632.0,8
1248.0,8
1155.0,8
526.0,3
488.0,5
565.0,7
512.0,7
1131.0,4
1175.0,6
1246.0,6
607.0,5
994.0,6
666.0,3
1037.0,4
1314.0,1
1340.0,4
504.0,8
1262.0,4
466.0,4
788.0,3
564.0,4
492.0,3
1051.0,10
704.0,1
793.0,4
711.0,6
1073.0,8
1393.0,8
907.0,9
1132.0,10
844.0,12
787.0,9
846.0,11
701.0,2
431.0,5
471.0,4
1265.0,3
829.0,2
473.0,3
1322.0,3
1267.0,3
895.0,3
548.0,10
965.0,6
538.0,7
1244.0,7
646.0,9
920.0,6
785.0,12
801.0,6
871.0,6
1087.0,6
927.0,1
1112.0,9
559.0,6
946.0,10
1205.0,1
1363.0,3
814.0,6
762.0,5
509.0,7
1061.0,11
605.0,1
1014.0,10
691.0,7
937.0,3
604.0,3
