No# Tasks running,cpuUsage(CPU usage of all CPUs of the host in MHz),energyUsage(Power usage of the host in W)
0,94080.0,216160
0,125440.0,187507
0,125440.0,227752
0,70560.0,62968
0,0.0,60698
0,0.0,63030
0,0.0,62591
0,0.0,64479
0,39200.0,172003
0,125440.0,189000
0,125440.0,246000
0,70560.0,63000
0,0.0,60000
0,0.0,59999
0,0.0,60000
0,0.0,60000
0,0.0,70433
0,13720.0,177444
0,125440.0,246000
0,70560.0,63000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,25480.0,76054
0,125440.0,60926
0,125440.0,192521
0,70560.0,144309
0,0.0,60153
0,0.0,60153
0,0.0,60102
0,0.0,60102
0,0.0,75936
0,0.0,70848
0,21560.0,189163
0,125440.0,197622
0,0.0,59999
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,123480.0,110770
0,0.0,60000
0,0.0,65537
0,58800.0,212504
0,125440.0,61994
0,125440.0,61994
0,43120.0,61994
0,0.0,60000
0,125440.0,251642
0,37240.0,60344
0,0.0,60000
0,0.0,72751
0,0.0,72525
0,0.0,72673
0,0.0,62989
0,0.0,60000
0,9800.0,205708
0,125440.0,115502
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,125440.0,168955
0,0.0,106271
0,0.0,74163
0,19600.0,75475
0,125440.0,62917
0,5880.0,62917
0,0.0,60000
0,0.0,60000
0,123480.0,251852
0,37240.0,61299
0,0.0,60000
0,0.0,60248
0,0.0,74827
0,0.0,60592
0,0.0,60000
0,0.0,60000
0,125440.0,197296
0,37240.0,143466
0,125440.0,60834
0,125440.0,60834
0,125440.0,60834
0,5880.0,60834
0,0.0,60000
0,0.0,60000
0,125440.0,251764
0,0.0,77768
0,0.0,73476
0,0.0,77685
0,0.0,77236
0,0.0,62685
0,0.0,60000
0,0.0,60000
0,125440.0,251879
0,84280.0,65819
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,125440.0,251648
0,11760.0,130337
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,123480.0,250752
0,0.0,60631
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,125440.0,249660
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,125440.0,251450
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,125440.0,247963
0,0.0,60255
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,125440.0,251934
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
