No# Tasks running,cpuUsage(CPU usage of all CPUs of the host in MHz),energyUsage(Power usage of the host in W)
0,0.0,71629
0,0.0,60188
0,0.0,60188
0,0.0,72009
0,0.0,79637
0,0.0,60846
0,120960.0,80833
0,120960.0,63401
0,120960.0,202205
0,0.0,60183
0,95040.0,63401
0,0.0,60269
0,0.0,60423
0,0.0,62534
0,0.0,60183
0,0.0,61682
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,59999
0,30240.0,173529
0,120960.0,63428
0,120960.0,210857
0,0.0,59999
0,95040.0,63428
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,59999
0,0.0,59999
0,0.0,60051
0,0.0,60051
0,0.0,60051
0,0.0,60051
0,0.0,60051
0,0.0,60051
0,0.0,64397
0,0.0,116466
0,77760.0,217436
0,0.0,60051
0,120960.0,83425
0,0.0,60052
0,0.0,60052
0,0.0,60052
0,0.0,60051
0,0.0,60052
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,23760.0,96281
0,120960.0,61717
0,120960.0,181229
0,0.0,60000
0,120960.0,215102
0,0.0,60105
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,59999
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,59999
0,120960.0,63264
0,12960.0,79537
0,0.0,127280
0,0.0,59999
0,90720.0,247712
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,59999
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,212263
0,120960.0,98438
0,112320.0,60477
0,0.0,60000
0,0.0,126504
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,198890
0,120960.0,251555
0,82080.0,110427
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,111472
0,12960.0,195081
0,120960.0,215774
0,0.0,60000
0,120960.0,60399
0,120960.0,60399
0,28080.0,60399
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,59999
0,0.0,60000
0,120960.0,203384
0,120960.0,61352
0,120960.0,122718
0,0.0,60000
0,99360.0,74172
0,0.0,74097
0,0.0,64171
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,250242
0,12960.0,93153
0,0.0,79379
0,0.0,60000
0,2160.0,75195
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,103680.0,211427
0,120960.0,130717
0,112320.0,61502
0,0.0,60000
0,0.0,60019
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,66960.0,171291
0,120960.0,202213
0,82080.0,152510
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,110858
0,6480.0,144179
0,86400.0,210332
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,116640.0,250784
0,0.0,60131
0,0.0,88956
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251510
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251889
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,118800.0,244591
0,0.0,60264
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,59999
0,0.0,59999
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251940
0,0.0,60000
0,0.0,60000
0,0.0,59999
0,0.0,60000
0,0.0,59999
0,0.0,60000
0,0.0,60000
0,0.0,59999
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251726
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251672
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251879
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251774
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251758
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251746
0,0.0,60000
0,0.0,60000
