No# Tasks running,cpuUsage(CPU usage of all CPUs of the host in MHz),energyUsage(Power usage of the host in W)
0,70560.0,162107
0,125440.0,223749
0,120960.0,219335
0,120960.0,197634
0,70560.0,167999
0,125440.0,252000
0,64800.0,219968
0,120960.0,252000
0,70560.0,168204
0,125440.0,251999
0,0.0,83609
0,0.0,205250
0,39200.0,139917
0,76440.0,242214
0,120960.0,63920
0,0.0,60317
0,39200.0,120000
0,27440.0,135320
0,120960.0,236890
0,34560.0,62122
0,17640.0,114104
0,0.0,74436
0,120960.0,251851
0,12960.0,65974
0,0.0,64850
0,0.0,60000
0,120960.0,251771
0,34560.0,62527
0,0.0,60000
0,0.0,60000
0,120960.0,251883
0,0.0,65576
0,0.0,60000
0,0.0,60000
0,120960.0,251748
0,12960.0,62919
0,0.0,60000
0,0.0,60000
0,118800.0,251683
0,34560.0,62504
0,0.0,60000
0,0.0,60000
0,120960.0,251859
0,12960.0,65352
0,0.0,60000
0,0.0,60000
0,120960.0,251824
0,0.0,63011
0,0.0,60000
0,0.0,60000
0,120960.0,251768
0,34560.0,62648
0,0.0,60000
0,0.0,60000
0,120960.0,251893
0,12960.0,66143
0,0.0,60000
0,0.0,60000
0,120960.0,251734
0,34560.0,63018
0,0.0,60000
0,0.0,60000
0,120960.0,251811
0,0.0,66369
0,0.0,60000
0,0.0,60000
0,120960.0,251772
0,56160.0,62231
0,0.0,60000
0,0.0,60000
0,120960.0,251815
0,28080.0,123656
0,0.0,60000
0,0.0,60000
0,120960.0,251802
0,56160.0,63998
0,0.0,60000
0,0.0,60000
0,118800.0,251859
0,34560.0,114545
0,0.0,60000
0,0.0,60000
0,120960.0,251723
0,0.0,77365
0,0.0,60000
0,0.0,60000
0,120960.0,251734
0,56160.0,62214
0,0.0,60000
0,0.0,60000
0,120960.0,251815
0,0.0,69780
0,0.0,60000
0,0.0,60000
0,120960.0,250525
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251924
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,108000.0,246599
0,0.0,60079
0,0.0,60000
0,0.0,60000
0,120960.0,250053
0,0.0,60211
0,0.0,60000
0,0.0,60000
0,120960.0,251942
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251743
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251806
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251766
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251732
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251796
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251767
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251852
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251869
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251704
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251731
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251577
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251803
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251720
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251590
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251865
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251704
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251711
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251721
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251840
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251701
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251681
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251686
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,120960.0,251806
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,8640.0,188150
0,0.0,60000
