Time (s),Tasks #
2.0,715
8.0,346
0.001,541
2569.0,1
4428.0,1
67.0,30
95.0,4
728.0,5
85.0,4
6.0,26
3144.0,1
1383.0,2
36.0,451
10.0,677
1140.0,10
755.0,5
675.0,8
959.0,14
34.0,243
655.0,12
536.0,7
1006.0,4
965.0,4
1057.0,10
1169.0,2
1408.0,1
481.0,8
816.0,7
6828.0,1
14.0,6
618.0,9
100.0,7
2832.0,1
4126.0,1
3381.0,1
138.0,2
1.0,1145
987.0,9
9.0,1039
77.0,7
2600.0,1
2724.0,3
11.0,34
3.0,42
6116.0,1
2512.0,2
2692.0,2
5691.0,1
985.0,10
2657.0,1
61.0,89
92.0,6
451.0,4
72.0,3
1453.0,1
800.0,11
1126.0,6
469.0,2
506.0,5
806.0,4
795.0,3
661.0,7
1232.0,4
961.0,5
1097.0,8
718.0,10
1332.0,6
989.0,4
510.0,3
1348.0,2
975.0,7
3328.0,1
71.0,2
940.0,6
651.0,9
59.0,4
93.0,4
2916.0,3
167.0,2
7.0,489
55.0,3
583.0,8
5.0,28
2675.0,2
2651.0,2
3305.0,1
4193.0,1
2468.0,1
622.0,14
6542.0,1
1633.0,1
66.0,6
161.0,1
5595.0,1
1946.0,1
48.0,4
2788.0,1
1864.0,1
5524.0,1
51.0,6
3074.0,1
2640.0,2
87.0,7
522.0,9
855.0,10
2688.0,1
2685.0,3
2971.0,1
479.0,12
2816.0,1
65.0,3
24.0,302
18.0,1133
20.0,957
104.0,1
2989.0,1
891.0,3
12.0,13
2389.0,1
3157.0,1
553.0,4
573.0,4
1369.0,3
744.0,9
732.0,4
979.0,14
906.0,6
695.0,3
1075.0,11
491.0,1
587.0,9
1279.0,10
520.0,5
1155.0,4
767.0,6
708.0,3
720.0,9
677.0,9
1083.0,7
673.0,2
955.0,3
834.0,4
957.0,9
1008.0,3
1191.0,7
671.0,3
742.0,10
897.0,5
644.0,8
904.0,9
993.0,7
779.0,9
824.0,11
1263.0,2
489.0,6
953.0,9
789.0,4
38.0,14
1353.0,5
808.0,4
861.0,11
883.0,7
1108.0,3
1344.0,5
983.0,14
1161.0,9
493.0,2
1289.0,3
589.0,5
1357.0,5
1012.0,8
830.0,9
724.0,7
918.0,9
706.0,3
653.0,9
863.0,2
1330.0,5
512.0,8
1167.0,5
557.0,10
700.0,8
714.0,9
683.0,12
1077.0,7
693.0,1
930.0,7
730.0,3
1395.0,2
606.0,3
997.0,4
1110.0,2
657.0,6
1153.0,9
551.0,13
1165.0,4
812.0,4
924.0,12
969.0,5
895.0,3
1020.0,14
32.0,6
842.0,6
1151.0,6
1120.0,10
942.0,8
1355.0,4
1326.0,3
1202.0,4
1318.0,8
804.0,6
642.0,9
746.0,6
561.0,8
1293.0,5
1334.0,4
900.0,5
1306.0,5
1085.0,7
951.0,11
1026.0,5
483.0,10
628.0,3
777.0,15
1255.0,8
1004.0,4
1100.0,13
1146.0,7
781.0,11
826.0,5
1046.0,11
967.0,5
620.0,8
977.0,8
595.0,5
1018.0,8
759.0,8
797.0,3
763.0,2
669.0,5
828.0,3
1336.0,4
1171.0,3
648.0,10
659.0,5
516.0,6
1197.0,4
867.0,4
1034.0,3
665.0,5
857.0,6
1287.0,7
614.0,6
734.0,2
579.0,9
1148.0,3
912.0,10
1285.0,4
1320.0,5
944.0,9
1032.0,3
1218.0,4
22.0,16
26.0,185
881.0,8
1251.0,7
738.0,12
1179.0,8
1089.0,2
1253.0,14
581.0,7
875.0,7
577.0,9
1095.0,4
820.0,8
487.0,3
567.0,4
571.0,3
1224.0,5
1210.0,4
528.0,5
1226.0,6
893.0,4
502.0,5
689.0,2
514.0,12
681.0,8
716.0,12
1002.0,1
1277.0,4
1381.0,4
783.0,8
1387.0,3
1079.0,13
1379.0,5
1397.0,2
802.0,4
663.0,5
836.0,3
