No# Tasks running,cpuUsage(CPU usage of all CPUs of the host in MHz),energyUsage(Power usage of the host in W)
0,9800.0,76268.0925
0,15680.0,85015.6875
0,3920.0,66377.6475
0,11760.0,79627.83750000001
0,3920.0,66398.055
0,3920.0,66408.2575
0,0.0,60474.490000000005
0,9800.0,76145.645
0,7840.0,73839.23749999999
0,13720.0,83640.2575
0,3920.0,66000.00000000001
0,11760.0,78000.00000000001
0,3920.0,66000.0
0,3920.0,66000.0
0,0.0,60000.0
0,7840.0,74829.03250000002
0,5880.0,70668.01500000001
0,9800.0,77510.10500000001
0,1960.0,64244.952499999985
0,7840.0,75826.435
0,1960.0,63084.13500000001
0,1960.0,63007.60500000001
0,0.0,59999.999999999985
0,3920.0,69831.53749999998
0,5880.0,69393.00499999998
0,7840.0,72762.09500000006
0,1960.0,63000.0
0,13720.0,69498.20749999996
0,1960.0,63000.0
0,1960.0,62999.337499999994
0,0.0,60000.0
0,3920.0,65999.99999999997
0,5880.0,69216.6825
0,7840.0,72596.78000000003
0,1960.0,62999.99999999997
0,5880.0,69302.76500000001
0,1960.0,63174.484999999986
0,1960.0,63197.08999999997
0,0.0,60000.0
0,3920.0,66000.0
0,7840.0,68892.08999999997
0,7840.0,72000.0
0,3920.0,66177.59749999997
0,5880.0,69209.89749999996
0,1960.0,63000.0
0,1960.0,63000.0
0,0.0,60000.0
0,0.0,63760.107499999984
0,3920.0,70120.20750000008
0,13720.0,70563.61249999987
0,3920.0,66000.0
0,1960.0,65241.027500000026
0,1960.0,63000.0
0,3920.0,65340.86500000005
0,3920.0,61311.015000000014
0,0.0,60000.0
0,3920.0,66000.00000000006
0,11760.0,78033.26750000007
0,1960.0,65972.35000000003
0,1960.0,62999.99999999994
0,0.0,60603.52250000008
0,3920.0,66000.0
0,3920.0,66000.0
0,0.0,60000.00000000006
0,1960.0,64571.78999999992
0,7840.0,74081.84250000003
0,1960.0,62998.827500000014
0,13720.0,77851.66249999974
0,1960.0,62846.6275
0,1960.0,65344.84999999998
0,1960.0,65966.9425
0,0.0,60000.0
0,3920.0,66110.45500000019
0,5880.0,69656.73500000022
0,1960.0,63198.619999999995
0,11760.0,80362.55249999999
0,1960.0,63000.0
0,1960.0,63000.0
0,1960.0,63000.0
0,7840.0,71526.51500000001
0,3920.0,66000.0
0,5880.0,69000.0
0,1960.0,63000.0
0,7840.0,75791.4325
0,0.0,61658.47250000003
0,1960.0,62999.59250000003
0,1960.0,63000.0
0,5880.0,70115.82000000007
0,1960.0,65319.90000000002
0,3920.0,68737.04499999993
0,0.0,62861.63500000001
0,7840.0,71998.01000000001
0,0.0,60000.0
0,1960.0,63208.82499999995
0,1960.0,63000.0
0,3920.0,68238.26749999996
0,1960.0,62997.755000000005
0,3920.0,63871.37750000006
0,0.0,60000.0
0,7840.0,72388.25999999978
0,0.0,60000.0
0,1960.0,63000.0
0,1960.0,62999.642500000075
0,3920.0,65999.23499999987
0,1960.0,63193.00749999983
0,1960.0,63095.869999999995
0,7840.0,62844.47500000009
0,7840.0,71996.42999999993
0,0.0,60000.0
0,11760.0,66324.06500000006
0,1960.0,63202.702500000014
0,3920.0,66194.5375000001
0,1960.0,63000.0
0,1960.0,63000.0
0,7840.0,72000.0
0,5880.0,70448.05999999959
0,0.0,60000.0
0,11760.0,78000.0
0,1960.0,63000.0
0,3920.0,66202.59999999998
0,11760.0,67763.3999999999
0,3920.0,65407.13749999995
0,7840.0,72000.0
0,3920.0,66835.20750000002
0,0.0,60000.0
0,7840.0,76809.90250000008
0,7840.0,65559.88749999995
0,1960.0,65429.54499999981
0,11760.0,78000.0
0,3920.0,66000.0
0,3920.0,69180.2599999999
0,17640.0,67346.45499999961
0,3920.0,61802.340000000084
0,5880.0,70496.78749999986
0,7840.0,72000.00000000012
0,5880.0,63586.320000000065
0,9800.0,77998.87999999989
0,1960.0,65230.919999999925
0,7840.0,71150.59999999963
0,11760.0,78171.43749999977
0,3920.0,66000.0
0,1960.0,64442.554999999935
0,3920.0,69900.82000000007
0,3920.0,66067.3500000001
0,5880.0,72482.45500000007
0,1960.0,63000.0
0,7840.0,72213.01000000001
0,9800.0,75373.47249999992
0,1960.0,63236.585000000196
0,1960.0,63000.0
0,3920.0,66000.0
0,3920.0,66000.0
0,9800.0,72255.80749999965
0,1960.0,63000.0
0,5880.0,73851.58499999996
0,5880.0,72014.89999999967
0,1960.0,63000.0
0,0.0,60802.91000000015
0,0.0,62941.6399999999
0,1960.0,64429.59499999997
0,9800.0,75598.10749999946
0,3920.0,63073.517500000075
0,1960.0,65988.98499999964
0,5880.0,69207.44750000001
0,1960.0,63211.42749999999
0,0.0,60000.0
0,0.0,60000.0
0,1960.0,63000.0
0,7840.0,74991.12249999982
0,1960.0,63128.36999999988
0,1960.0,63000.0
0,7840.0,72156.67500000051
0,1960.0,63000.0
0,0.0,60000.0
0,0.0,60000.0
0,0.0,60230.61499999999
0,1960.0,66930.26249999995
0,1960.0,63000.0
0,3920.0,65334.84499999997
0,5880.0,70980.96999999997
0,3920.0,63937.59750000015
0,3920.0,64640.30000000028
0,0.0,60000.0
0,0.0,60000.0
0,0.0,61787.654999999795
0,7840.0,70696.77249999996
0,1960.0,64437.502499999944
0,3920.0,68784.84999999986
0,3920.0,66000.0
0,3920.0,66000.0
0,0.0,60000.0
0,0.0,60000.0
0,23520.0,63093.84250000003
0,7840.0,72000.0
0,1960.0,62998.31749999989
0,11760.0,66414.83500000043
0,3920.0,66000.0
0,3920.0,66000.0
0,11760.0,62416.81749999989
0,1960.0,60262.497500000056
0,17640.0,87217.60999999987
0,5880.0,69159.59499999997
0,1960.0,63201.42750000022
0,9800.0,75135.4624999999
0,1960.0,65105.002499999944
0,1960.0,63753.11499999999
0,5880.0,69176.79249999998
0,1960.0,63000.0
0,13720.0,85153.57750000013
0,3920.0,66574.64500000025
0,1960.0,63000.0
0,7840.0,73528.32000000007
0,1960.0,62999.695000000065
0,1960.0,63206.83499999996
0,1960.0,66867.86250000005
0,1960.0,63000.0
0,9800.0,77298.93500000006
0,3920.0,66000.0
0,0.0,62043.87999999989
0,3920.0,68408.67749999999
0,1960.0,63192.95750000025
0,1960.0,63000.0
0,1960.0,63000.0
0,1960.0,63000.0
0,11760.0,77161.52499999967
0,3920.0,65997.85749999993
0,11760.0,69740.48750000005
0,3920.0,66000.0
0,1960.0,63000.0
0,11760.0,71910.64749999996
0,1960.0,63000.0
