Time (s),Tasks #
1.0,1212
7.0,549
0.001,541
2331.0,1
4018.0,1
61.0,91
87.0,8
661.0,11
77.0,6
5.0,51
2853.0,1
1255.0,11
33.0,659
9.0,1041
1035.0,5
685.0,5
612.0,10
870.0,7
31.0,367
594.0,7
487.0,9
912.0,6
875.0,8
959.0,15
1061.0,10
1277.0,3
437.0,4
740.0,9
6196.0,1
12.0,22
561.0,9
90.0,3
2570.0,2
3744.0,1
2.0,648
3381.0,1
138.0,3
987.0,7
2600.0,1
2724.0,3
11.0,28
3.0,70
6116.0,1
2512.0,3
2692.0,2
5691.0,1
985.0,10
2657.0,1
92.0,6
451.0,3
85.0,7
100.0,5
72.0,4
1453.0,1
800.0,8
1126.0,5
469.0,3
506.0,6
8.0,286
36.0,454
806.0,5
795.0,4
10.0,675
1232.0,5
961.0,9
1097.0,5
34.0,229
718.0,7
1332.0,8
989.0,2
510.0,4
1348.0,2
975.0,10
3328.0,1
64.0,4
940.0,7
651.0,12
53.0,3
2916.0,3
70.0,5
151.0,2
50.0,4
583.0,9
2675.0,2
2651.0,1
3305.0,1
3805.0,1
2468.0,1
622.0,13
5937.0,1
1633.0,1
66.0,6
146.0,5
5077.0,1
1946.0,1
48.0,5
2788.0,1
1864.0,1
5524.0,1
51.0,5
3074.0,1
2640.0,2
522.0,9
855.0,12
2688.0,1
2405.0,2
2437.0,1
2696.0,1
435.0,4
2555.0,1
59.0,4
24.0,479
18.0,1741
20.0,361
104.0,1
2989.0,1
891.0,4
67.0,29
65.0,3
2389.0,1
3157.0,1
553.0,5
573.0,1
655.0,9
1369.0,4
744.0,10
732.0,3
979.0,11
906.0,5
695.0,4
1075.0,8
491.0,1
587.0,8
1279.0,10
520.0,6
1155.0,4
696.0,10
642.0,9
653.0,9
614.0,6
983.0,11
611.0,6
866.0,2
757.0,11
868.0,7
914.0,13
1081.0,13
609.0,4
564.0,10
894.0,8
674.0,4
1022.0,7
814.0,13
585.0,7
820.0,10
901.0,8
775.0,12
707.0,4
888.0,5
748.0,8
1146.0,7
444.0,5
864.0,4
716.0,11
35.0,25
1227.0,3
733.0,7
781.0,12
801.0,11
898.0,4
1005.0,7
1220.0,8
892.0,7
1053.0,5
448.0,6
1170.0,8
1161.0,8
535.0,7
1231.0,4
918.0,10
753.0,16
657.0,8
833.0,6
640.0,6
592.0,6
783.0,7
1207.0,3
464.0,7
1059.0,8
505.0,7
635.0,3
648.0,9
620.0,8
977.0,10
629.0,7
844.0,12
730.0,5
1395.0,2
606.0,3
997.0,2
1110.0,2
1153.0,6
551.0,12
742.0,9
1165.0,3
812.0,8
924.0,9
969.0,3
895.0,2
1020.0,12
32.0,4
842.0,7
1151.0,7
1120.0,11
942.0,11
904.0,6
1355.0,5
789.0,4
1326.0,3
1202.0,7
1318.0,6
804.0,8
746.0,6
1293.0,5
1334.0,6
900.0,4
1306.0,3
1012.0,8
1085.0,5
951.0,10
1026.0,6
483.0,8
675.0,5
628.0,3
777.0,12
536.0,2
1004.0,3
1100.0,8
826.0,4
1046.0,8
967.0,4
595.0,4
1018.0,11
759.0,6
930.0,5
797.0,3
763.0,2
669.0,4
828.0,2
1336.0,4
1006.0,4
1171.0,2
618.0,8
659.0,8
516.0,7
1197.0,3
867.0,5
1034.0,4
665.0,6
38.0,15
857.0,7
1168.0,6
557.0,10
666.0,7
525.0,5
750.0,9
1042.0,8
827.0,17
879.0,10
1166.0,4
1198.0,10
998.0,7
877.0,9
937.0,4
1105.0,7
950.0,5
1135.0,6
670.0,11
1070.0,8
988.0,3
472.0,5
1137.0,3
527.0,2
794.0,3
524.0,11
994.0,4
442.0,2
514.0,8
518.0,13
724.0,5
1111.0,5
562.0,5
1098.0,10
479.0,12
1112.0,10
811.0,6
455.0,3
625.0,9
466.0,7
650.0,3
1196.0,8
909.0,8
1159.0,6
1253.0,17
711.0,12
1259.0,9
1251.0,6
1268.0,6
727.0,3
601.0,5
607.0,5
722.0,10
1107.0,5
462.0,6
1201.0,1
1187.0,11
1122.0,4
774.0,6
1235.0,3
1037.0,9
1212.0,8
729.0,4
1144.0,6
1225.0,4
816.0,8
546.0,5
1846.0,1
2577.0,1
414.0,1
135.0,1
1362.0,1
79.0,4
2485.0,1
788.0,6
2583.0,1
150.0,1
2631.0,2
5851.0,1
2731.0,1
25.0,21
14.0,3
887.0,7
1072.0,3
938.0,6
540.0,9
796.0,10
770.0,9
555.0,15
831.0,7
911.0,7
970.0,3
1150.0,5
883.0,5
948.0,10
1003.0,3
542.0,7
738.0,9
474.0,4
1055.0,7
851.0,9
1050.0,3
861.0,9
662.0,5
1162.0,4
1101.0,5
1181.0,7
927.0,4
1062.0,5
968.0,5
910.0,6
1083.0,7
764.0,3
608.0,4
509.0,8
