,Half scale,Double scale,Base scale,Policy
547,74404.90249999985,63074.38000000012,63000.0,ELOP
548,69409.0250000013,66000.0,74252.3500000001,ELOP
549,62999.18249999918,72461.17499999981,63000.0,ELOP
550,64189.08499999996,66000.0,66839.69999999972,ELOP
551,69716.12750000041,63198.16000000038,63000.0,ELOP
552,72396.88250000123,63000.0,60999.69750000024,ELOP
553,63198.16000000015,63727.247500000056,60000.0,ELOP
554,63206.63250000123,66000.0,63197.70249999967,ELOP
555,66000.0,66000.0,60523.26750000008,ELOP
556,74935.29999999981,71998.2649999999,72211.32499999972,ELOP
557,63000.0,74161.88500000001,63000.0,ELOP
558,63000.0,63000.0,77199.61999999965,ELOP
559,63256.94249999989,63834.79749999987,63000.0,ELOP
560,74765.46499999799,60360.30750000011,64608.76749999961,ELOP
561,64780.58749999944,63197.70250000036,62488.057499999646,ELOP
562,63446.67249999941,60000.0,63000.0,ELOP
563,60000.0,66000.0,60000.0,ELOP
564,69000.0,64641.38000000012,72393.72250000015,ELOP
565,81253.8350000009,72191.02000000002,66287.8049999997,ELOP
566,63362.25500000082,63067.80749999988,81000.0,ELOP
567,60000.0,63000.0,63000.0,ELOP
568,66654.70000000019,63000.0,66000.0,ELOP
569,76318.88249999937,63191.73000000021,63000.0,ELOP
570,63000.0,66000.0,63000.0,ELOP
571,60000.0,66000.0,60000.0,ELOP
572,65632.4450000003,72212.24500000011,71369.8999999999,ELOP
573,75000.0,75710.76500000013,66000.0,ELOP
574,62225.76750000008,63000.0,74719.49750000006,ELOP
575,64865.19749999978,60202.14500000002,63201.6799999997,ELOP
576,66000.0,60000.0,65777.24750000006,ELOP
577,72954.85000000056,63000.0,62680.30750000011,ELOP
578,60000.0,60000.0,65504.94499999937,ELOP
579,66000.0,65207.70750000002,60000.0,ELOP
580,63536.78750000056,63000.0,68111.89000000013,ELOP
581,72402.34499999881,72200.81499999994,63555.30750000011,ELOP
582,60000.0,63000.0,72210.50999999978,ELOP
583,65437.40000000037,63736.53000000026,63000.0,ELOP
584,63000.0,67177.28000000003,62998.92749999976,ELOP
585,72200.81500000041,63000.0,60000.0,ELOP
586,60000.0,63048.26750000008,66000.0,ELOP
587,63197.7025000006,63937.29749999987,60000.0,ELOP
588,63000.0,71994.8999999999,63000.0,ELOP
589,70278.01000000071,69218.11499999999,63000.0,ELOP
590,60000.0,63135.81000000029,72000.0,ELOP
591,63000.0,60000.0,63000.0,ELOP
592,62998.41750000045,60000.0,63192.80249999976,ELOP
593,65313.16749999952,62228.06499999994,60000.0,ELOP
594,60000.0,60000.0,64470.20750000002,ELOP
595,63000.0,62999.59250000003,60000.0,ELOP
596,63203.262500000186,62997.34750000015,64644.79249999952,ELOP
597,63000.0,69573.00999999978,63000.0,ELOP
598,60000.0,63000.0,72223.66749999952,ELOP
599,60668.06500000041,66000.0,66261.88499999978,ELOP
600,63000.0,77865.15500000003,63000.0,ELOP
601,80439.72249999922,63000.0,60000.0,ELOP
602,65688.76750000007,63196.52750000032,62999.5924999998,ELOP
603,63028.05750000011,63000.0,63124.37999999942,ELOP
604,63355.50250000041,71246.01999999955,66000.0,ELOP
605,80543.37000000011,67434.69999999995,62997.60250000004,ELOP
606,66000.0,63065.86999999988,70337.25249999994,ELOP
607,63000.0,60000.0,66000.0,ELOP
608,66346.9450000003,60000.0,62238.57499999972,ELOP
609,73556.12749999948,60000.0,60000.0,ELOP
610,65237.24750000052,60000.0,63202.95750000002,ELOP
611,62140.30749999918,63202.95750000002,66000.0,ELOP
612,66000.0,63197.60250000027,64616.37999999989,ELOP
613,72210.51000000071,63903.16749999975,63198.41749999998,ELOP
614,62998.92750000022,63196.02000000025,68991.22750000004,ELOP
615,60000.0,63499.44250000012,65402.29749999987,ELOP
616,63140.30750000011,75000.0,60000.0,ELOP
617,71999.44000000041,66196.42500000028,60000.0,ELOP
618,63192.80250000116,63000.0,63000.0,ELOP
619,60000.0,63000.0,66000.0,ELOP
620,63000.0,69000.0,63000.0,ELOP
621,72563.31000000052,65227.14000000013,63000.0,ELOP
622,63000.0,63000.0,65440.20249999967,ELOP
623,60000.0,64008.66750000021,63000.0,ELOP
624,63000.0,60000.0,71015.08250000002,ELOP
625,69458.16999999993,60000.0,62792.85249999957,ELOP
626,64762.95500000008,60000.0,61410.51249999972,ELOP
627,60000.0,63000.0,63023.26749999961,ELOP
628,63196.020000001416,63000.0,62997.34749999968,ELOP
629,68451.22750000004,63834.43250000011,65464.997500000056,ELOP
630,66000.0,63000.0,65259.185000000056,ELOP
631,60000.0,63000.0,63000.0,ELOP
632,63000.0,71909.75,77047.6549999998,ELOP
633,65516.73250000086,63651.685000000056,65646.94249999989,ELOP
634,65212.70750000048,63699.1800000004,60000.0,ELOP
635,63908.56499999948,63195.762500000186,63196.52749999985,ELOP
636,63000.0,68702.03249999997,63197.60249999957,ELOP
637,66000.0,65243.11499999999,66000.0,ELOP
638,62999.59250000026,65071.01749999984,63000.0,ELOP
639,66000.0,66000.0,62998.97999999952,ELOP
640,65767.75250000041,61519.5850000002,74336.83999999985,ELOP
641,65612.04249999952,60000.0,63000.0,ELOP
642,63202.957500001416,61037.54500000016,60000.0,ELOP
643,66000.0,64243.71750000026,63000.0,ELOP
644,66000.0,64660.50750000053,63000.0,ELOP
645,62998.72499999963,66093.47249999992,65567.04249999998,ELOP
646,63000.0,63000.0,62997.857499999925,ELOP
647,63499.797500000335,62999.54000000004,63196.78249999974,ELOP
648,63493.87999999989,69000.0,70937.91000000015,ELOP
649,63196.52750000078,63000.0,63000.0,ELOP
650,62153.012500000186,66000.0,60000.0,ELOP
651,63000.0,63000.0,63764.997500000056,ELOP
652,63000.0,75000.0,64787.547500000335,ELOP
653,63000.0,62997.65249999985,62999.64249999961,ELOP
654,60000.0,66000.0,63218.72500000009,ELOP
655,62998.98000000045,65814.54249999998,63000.0,ELOP
656,63194.949999999255,66000.0,69000.0,ELOP
657,68188.70749999955,60000.0,63191.52750000032,ELOP
658,60000.0,66000.0,60000.0,ELOP
659,63196.78250000067,69000.0,66000.0,ELOP
660,63000.0,66000.0,66000.0,ELOP
661,77895.15500000026,65374.0850000002,63197.59999999963,ELOP
662,60000.0,66039.23250000016,63000.0,ELOP
663,63000.0,63191.98749999981,61390.20750000048,ELOP
664,63000.0,68999.59250000026,68255.56499999994,ELOP
665,75000.0,63216.58250000025,63000.0,ELOP
666,60000.0,66000.0,60000.0,ELOP
667,63895.55999999959,63189.8899999999,63705.61499999976,ELOP
668,65792.69999999925,75000.0,64128.16500000004,ELOP
669,71969.75,63207.24250000017,63000.0,ELOP
670,60000.0,63843.164999999804,69810.69999999972,ELOP
671,66000.0,62999.64249999984,64578.20499999961,ELOP
672,64056.68500000052,66000.0,66242.18250000011,ELOP
673,69000.0,60000.0,63872.85249999957,ELOP
674,60000.0,66000.0,60000.0,ELOP
675,63339.44249999989,69000.0,63204.89500000002,ELOP
676,63000.0,66000.0,62997.60250000004,ELOP
677,68999.59249999933,63000.0,63000.0,ELOP
678,60000.0,66000.0,75000.0,ELOP
679,63000.0,63000.0,69000.0,ELOP
680,63205.71249999944,66281.58250000002,66179.49750000006,ELOP
681,66311.58250000048,63000.0,66000.0,ELOP
682,60000.0,66000.0,60000.0,ELOP
683,63133.15749999974,66268.16750000021,63000.0,ELOP
684,63010.87000000011,74569.48999999999,63218.26500000013,ELOP
685,66213.5700000003,63000.0,65938.56999999983,ELOP
686,60000.0,62997.60250000004,75000.0,ELOP
687,63058.37000000011,63197.600000000326,68892.29749999987,ELOP
688,63000.0,63269.1875,64696.63499999978,ELOP
689,65544.13499999978,60000.0,66000.0,ELOP
690,60000.0,64868.982499999925,60000.0,ELOP
691,63000.0,65352.8600000001,63154.17499999981,ELOP
692,65991.12000000104,63380.25500000012,63000.0,ELOP
693,62335.10500000045,63000.0,66000.0,ELOP
694,61830.19749999978,63548.929999999935,73783.21750000026,ELOP
695,66134.43500000052,66112.19000000041,63713.16749999998,ELOP
696,64480.61500000022,66213.56999999983,64910.762500000186,ELOP
697,60000.0,63000.0,63391.687499999534,ELOP
698,66000.0,64016.33000000008,63418.05499999924,ELOP
699,66000.0,66000.0,66502.35250000004,ELOP
700,63204.89500000048,72444.13250000007,63000.0,ELOP
701,60000.0,68500.85749999993,65633.98250000039,ELOP
702,64748.16500000004,63218.26500000013,72401.52750000032,ELOP
703,64897.04249999952,63000.0,60000.0,ELOP
704,63000.0,63196.73250000016,66000.0,ELOP
705,60000.0,60000.0,63196.732499999925,ELOP
706,63000.0,63000.0,66000.0,ELOP
707,62999.64250000008,60735.10499999998,65646.58499999996,ELOP
708,63000.0,63045.86999999988,66489.94749999978,ELOP
709,60000.0,63195.047500000335,63000.0,ELOP
710,63215.867500001565,63000.0,72212.19249999989,ELOP
711,63197.60000000056,66000.0,60000.0,ELOP
712,73550.44499999937,65514.13500000001,65966.99250000017,ELOP
713,67383.20500000007,66385.91500000004,63000.0,ELOP
714,63000.0,63000.0,66000.0,ELOP
715,63000.0,63547.34999999986,63000.0,ELOP
716,75000.0,72210.81500000018,66000.0,ELOP
717,69000.0,72000.0,63000.0,ELOP
718,63000.0,63000.0,70414.08250000002,ELOP
719,63624.18000000063,63000.0,60000.0,ELOP
720,74569.49000000022,63000.0,63206.63249999937,ELOP
721,67827.86000000034,60000.0,64450.75999999978,ELOP
722,65727.08999999985,63000.0,65808.82999999961,ELOP
723,66086.4299999997,60000.0,63000.0,ELOP
724,73479.44000000041,62989.64500000025,63098.93000000017,ELOP
725,61972.60500000045,63000.0,62997.90749999974,ELOP
726,66000.0,63000.0,66691.02249999996,ELOP
727,66000.0,65261.125,60000.0,ELOP
728,72200.81500000041,62947.8600000001,63000.0,ELOP
729,60000.0,63968.47249999992,66000.0,ELOP
730,65846.48249999993,62998.92749999999,63000.0,ELOP
731,63554.1875,62999.69500000007,63144.17749999976,ELOP
732,72211.580000001,71039.8999999999,63000.0,ELOP
733,60000.0,70658.57499999995,63202.907500000205,ELOP
734,63000.0,63431.79249999998,63763.107499999925,ELOP
735,63196.73250000086,65752.29499999993,60204.26249999972,ELOP
736,69235.71750000119,63380.62000000081,63950.14749999996,ELOP
737,60000.0,60646.93750000023,65554.8500000001,ELOP
738,63000.0,62997.907500000205,63000.0,ELOP
739,63000.0,60000.0,63050.87000000011,ELOP
740,65756.6875,62776.38750000112,63000.00000000047,ELOP
741,60000.0,63000.0,63000.0,ELOP
742,63000.0,63202.14249999984,66388.98499999987,ELOP
743,64497.4450000003,63000.0,72859.6025000005,ELOP
744,64369.89499999955,61753.987500000745,66018.36999999965,ELOP
745,62333.05500000063,63000.0,62999.69499999983,ELOP
746,63200.81500000134,63217.80500000017,63216.732499999925,ELOP
747,66000.0,63207.345000000205,63000.0,ELOP
748,66000.0,67720.20500000007,63202.142500001006,ELOP
749,66000.0,66814.48999999999,63419.13750000065,ELOP
750,63000.0,60939.18750000093,63893.47250000015,ELOP
751,64804.08499999996,66000.0,72000.0,ELOP
752,66000.0,62906.64000000199,66000.0,ELOP
753,65999.99999999907,62507.30750000128,63207.345000000205,ELOP
754,63504.68750000093,63202.90749999997,63000.0,ELOP
755,63000.0,60000.0,64887.14000000013,ELOP
756,63507.34999999963,60000.0,63000.0,ELOP
757,66000.0,61270.87000000011,63253.67750000116,ELOP
758,66189.84999999963,63000.0,63000.0,ELOP
759,63000.0,63000.0,68266.23249999993,ELOP
760,63208.7750000013,60000.0,64406.125,ELOP
761,63351.33000000008,63000.0,63000.0,ELOP
762,65893.9299999997,63000.00000000023,63000.0,ELOP
763,63195.047500000335,63000.0,66000.0,ELOP
764,63000.0,64519.1875,63000.0,ELOP
765,63000.0,65999.99999999977,65023.33749999851,ELOP
766,63000.0,60000.0,63000.0,ELOP
767,63000.0,66000.0,66186.83250000048,ELOP
768,66247.44499999844,60000.0,63000.0,ELOP
769,63216.732499999925,60000.0,63000.0,ELOP
770,63000.0,63000.0,64758.64000000293,ELOP
771,63000.0,60000.0,66000.0,ELOP
772,66000.0,68403.06249999907,61238.625,ELOP
773,63000.0,63435.04999999981,60569.44249999896,ELOP
774,62998.62249999959,63000.0,63000.0,ELOP
775,65862.29250000045,62998.317499999655,65997.60250000004,ELOP
776,63759.84999999963,60102.03999999957,63000.0,ELOP
777,63000.0,63000.0,60444.747500000056,ELOP
778,63203.520000001416,67698.34999999916,60357.34749999968,ELOP
779,66000.0,82453.03750000056,64168.06499999994,ELOP
780,62999.6950000003,60896.277499999385,60000.0,ELOP
781,70705.60250000097,66200.91749999998,60000.0,ELOP
782,63000.0,60102.039999999804,62997.857499998994,ELOP
783,65511.125,63303.06499999994,65792.91000000015,ELOP
784,63207.34500000067,60102.04000000004,62998.31749999989,ELOP
785,72000.0,68161.61250000028,60000.00000000047,ELOP
786,63000.0,62188.77500000014,60000.0,ELOP
787,63000.0,60000.00000000023,63213.41749999998,ELOP
788,63000.0,208317.10499999952,60000.0,ELOP
789,69816.23249999993,201427.34000000032,60000.0,ELOP
790,65392.29250000045,137190.8250000002,63207.19250000082,ELOP
791,63000.0,63202.90749999974,63000.0,ELOP
792,64783.51749999821,82700.57499999972,63202.90750000067,ELOP
793,66186.83249999955,62997.85749999969,60000.0,ELOP
794,64960.97250000108,71813.7274999991,60000.0,ELOP
795,63000.0,167613.01249999923,63000.0,ELOP
796,66000.0,152246.76999999955,60000.0,ELOP
797,66000.0,64099.59499999974,60000.0,ELOP
798,63000.0,121260.86999999965,63000.0,ELOP
799,63201.22499999963,63213.41749999998,62279.28749999963,ELOP
800,66000.0,112686.75249999973,63000.0,ELOP
801,66200.91750000045,127819.22250000016,60000.0,ELOP
802,63000.0,72718.41249999963,60000.0,ELOP
803,63000.0,76234.98999999976,62330.87000000011,ELOP
804,64273.06499999948,201256.33750000084,64576.85000000056,ELOP
805,63364.59500000253,158989.27749999985,64171.90499999747,ELOP
806,63000.0,194217.3000000012,62249.64749999903,ELOP
807,63000.0,63000.0,60051.01999999955,ELOP
808,63213.41750000045,154915.51500000013,61954.90000000037,ELOP
809,63000.0,63207.192500000354,60495.90999999922,ELOP
810,62997.857499999925,72270.45500000007,60623.45249999967,ELOP
811,63697.712499938905,176906.10749999993,60000.0,ELOP
812,63000.0,147749.15749999834,150576.29999999795,ELOP
813,65443.69249994494,63000.0,143486.36500000115,ELOP
814,63207.19250000082,146055.5799999996,79308.75999999885,ELOP
815,64378.17999995872,63000.0,89086.71999999881,ELOP
816,62435.86999999918,106099.49000000209,66740.13999999966,ELOP
817,60664.49499998242,156344.8575000004,69655.58499999903,ELOP
818,63000.0,70347.49499999965,99995.25999999885,ELOP
819,60454.79749998823,80681.93249999965,79377.99999999814,ELOP
820,60000.0,88438.6399999992,181925.6975000007,ELOP
821,60000.0,93768.3450000002,148896.5149999978,ELOP
822,63000.0,152831.2249999987,142969.4625000013,ELOP
823,60000.0,63753.86500000022,103363.69499999937,ELOP
824,77797.09500000626,149752.7824999988,69106.6875,ELOP
825,69271.38249999657,63000.0,74045.31500000041,ELOP
826,62908.39749999903,185547.53000000076,187800.8100000024,ELOP
827,60341.83749999479,74971.42499999935,141430.53750000056,ELOP
828,60167.960000000894,73216.51249999879,168778.08999999892,ELOP
829,60000.0,72641.57249999978,163196.88750000112,ELOP
830,153092.15499999747,71911.46749999933,122471.22999999858,ELOP
831,124583.47250000574,78860.12250000052,121229.14000000246,ELOP
832,60000.0,197352.6999999997,71023.41749999858,ELOP
833,60000.0,64852.31500000041,78519.59499999974,ELOP
834,194448.45250000432,69203.05749999965,139907.25750000123,ELOP
835,151155.88500000164,89612.78249999974,134271.7049999982,ELOP
836,162410.9849999994,71836.01749999914,208093.0849999981,ELOP
837,157320.6275000032,73893.53249999974,203571.76999999865,ELOP
838,83899.69500000589,202596.38000000035,194154.48499999757,ELOP
839,86440.8850000035,76183.17249999987,141338.04750000406,ELOP
840,183266.50500000452,93900.14749999905,70791.2274999991,ELOP
841,141102.98249999434,66288.76500000013,62676.32749999873,ELOP
842,74045.31500000134,208767.6599999992,136170.31499999668,ELOP
843,68601.6875,72335.09749999968,75786.53500000015,ELOP
844,142466.1300000064,72152.33500000043,191412.02749999985,ELOP
845,163782.16250000335,76716.3275000006,195754.4324999992,ELOP
846,82502.12000000104,77190.0,207075.33000000476,ELOP
847,87442.18250000104,83131.50749999983,135736.455000001,ELOP
848,70791.22750000097,189112.41750000135,72033.3200000003,ELOP
849,143315.00499999523,67197.95500000007,68752.03749999963,ELOP
850,122335.34250000304,74450.40999999968,178962.02499999944,ELOP
851,105004.61500000022,81793.1724999994,72175.25249999948,ELOP
852,74046.80250000022,86572.5874999999,88107.94000000041,ELOP
853,144826.57249999978,69990.7174999998,82675.71749999933,ELOP
854,143217.95500000007,200319.0049999999,93607.04000000095,ELOP
855,97623.00500000268,86067.79999999981,74467.3499999987,ELOP
856,198753.31499999572,84066.23000000045,70920.51250000019,ELOP
857,62949.10750000179,75011.26999999955,73002.27749999985,ELOP
858,74863.20500000007,81747.97249999829,71268.91750000138,ELOP
859,137561.02000000142,68590.04999999981,71072.64749999903,ELOP
860,210227.4075000081,151174.21499999985,82654.17749999836,ELOP
861,60000.0,149262.42500000028,72173.1575000016,ELOP
862,72335.09750000015,76644.83750000084,81922.28750000242,ELOP
863,177097.53000000492,86963.67000000086,77620.66500000097,ELOP
864,174089.24000000954,101885.50499999896,74639.13999999966,ELOP
865,174078.0974999983,102135.6700000004,72656.03249999881,ELOP
866,68707.49750000052,65545.83249999955,73233.8200000003,ELOP
867,72599.90249999799,79631.85749999946,75640.05250000022,ELOP
868,209330.5924999956,110948.0799999996,78023.00249999948,ELOP
869,186572.514999995,75458.09499999927,67030.37249999959,ELOP
870,74187.40249999799,77407.7349999994,78033.3975000009,ELOP
871,66338.30749999918,69278.93000000063,177665.82749999966,ELOP
872,105813.7850000132,70982.4450000003,89706.20000000019,ELOP
873,118910.75750000402,73292.97499999963,76901.10749999993,ELOP
874,72518.11750000343,76884.94250000035,72824.79499999993,ELOP
875,66199.03500000015,72210.05249999976,76008.17249999847,ELOP
876,88284.61250000447,199146.8075000001,60000.0,ELOP
877,68680.75999999791,161629.92750000022,60000.0,ELOP
878,75929.6924999971,71070.19999999972,70461.06749999896,ELOP
879,76080.40249999985,72295.70500000007,195768.81750000268,ELOP
880,85906.19499999844,96000.294999999,79329.0849999981,ELOP
881,75390.69250000082,106178.37250000006,71057.55999999959,ELOP
882,75791.6825000029,63633.875,77403.77000000048,ELOP
883,73586.37250000238,67179.79749999987,86207.79999999981,ELOP
884,76415.55250000209,111467.79000000004,187797.05500000063,ELOP
885,93637.62749999762,110692.7000000002,183000.847500002,ELOP
886,73511.48499999754,75128.27000000048,74963.58249999769,ELOP
887,76156.03249999881,77073.35999999987,107681.95750000236,ELOP
888,84763.41249999963,71871.94250000035,79064.31249999907,ELOP
889,87129.88500000536,74919.07750000013,69369.8499999987,ELOP
890,74204.55000000075,69737.35499999952,124840.54750000034,ELOP
891,68850.87250000238,74309.69749999978,64096.23499999941,ELOP
892,76603.87500000186,136839.83750000224,204363.34499999692,ELOP
893,73647.04250000045,151047.9375000014,170205.54750000127,ELOP
894,194862.95000000295,144420.189999999,67303.77750000078,ELOP
895,93196.56500000134,84346.44249999989,76041.31749999989,ELOP
896,70820.76750000007,102224.47249999968,94562.79499999993,ELOP
897,77754.94999999925,98216.34999999916,72374.98749999981,ELOP
898,200348.22500000708,65801.01750000007,98836.01000000443,ELOP
899,82241.38250000216,68503.76500000013,64635.96500000078,ELOP
900,135955.16250000522,71832.49999999907,91363.19749999604,ELOP
901,69489.28500000015,138610.50749999937,104774.18999999762,ELOP
902,149234.66999999993,72820.96499999892,67595.50500000082,ELOP
903,67767.16249999963,67206.03500000015,97531.1649999991,ELOP
904,198945.5425000079,73418.56499999994,97105.53749999776,ELOP
905,73486.37250000238,72701.73250000086,76914.09499999974,ELOP
906,163476.26249999923,72546.1174999997,89237.19999999925,ELOP
907,63398.87499999814,76876.72749999957,65405.41500000004,ELOP
908,151152.7525000032,70122.55500000017,71829.33499999996,ELOP
909,119389.30750000104,69987.85750000039,74521.61750000063,ELOP
910,163192.6350000035,148774.56499999948,68307.80750000011,ELOP
911,65580.0549999997,126515.63750000112,108068.080000001,ELOP
912,69202.13500000164,122769.35250000004,166182.0400000019,ELOP
913,98706.88749999924,70171.16999999993,72247.8125,ELOP
914,72777.28000000119,72184.69750000024,77279.48500000034,ELOP
915,93015.2375000026,72673.77499999898,75058.205000001,ELOP
916,80434.44749999978,73651.53249999927,71223.57250000071,ELOP
917,93326.35000000335,139839.37499999953,75389.36499999836,ELOP
918,78436.16500000283,74160.61500000069,78701.67750000022,ELOP
919,95544.63749999924,74899.99250000017,103708.86499999836,ELOP
920,67581.89250000194,68889.19249999989,156230.87749999855,ELOP
921,67179.79749999754,76340.81749999989,74582.80750000104,ELOP
922,119113.45750000142,74911.95249999966,70862.50249999948,ELOP
923,70821.64500000514,75006.67000000039,110715.50499999896,ELOP
924,76810.91750000231,72316.48500000034,72813.77499999944,ELOP
925,67928.20750000328,74025.40249999985,131763.94249999896,ELOP
926,113044.43500000052,107795.002499999,68889.95500000007,ELOP
927,76920.50499999896,133927.2474999996,136933.99250000063,ELOP
928,72324.78250000067,124067.3900000006,76833.19999999646,ELOP
929,71151.83499999903,72545.16249999963,69639.18249999825,ELOP
930,72889.91750000231,77488.81999999983,76794.54499999993,ELOP
931,118449.00250000508,72488.8374999999,137073.0074999975,ELOP
932,74296.94749999978,71044.47250000015,72138.83749999944,ELOP
933,71605.30999999866,92176.8374999999,121324.12000000104,ELOP
934,75356.73250000179,77664.12249999959,72248.0549999997,ELOP
935,147784.5324999988,76503.71500000078,130999.08249999955,ELOP
936,68221.79000000097,71184.18749999953,75039.0225000009,ELOP
937,72003.3524999991,70813.27750000032,72870.36000000127,ELOP
938,121894.43500000052,79163.72499999963,68062.70499999914,ELOP
939,134210.56500000507,82371.89249999868,136902.93999999575,ELOP
940,79697.0875000041,72754.28249999974,71466.58000000007,ELOP
941,75701.7525000032,78733.09749999922,73869.97749999724,ELOP
942,132563.82250000164,82662.09000000032,76610.84499999881,ELOP
943,72752.20500000007,71205.68249999965,80558.90249999799,ELOP
944,129890.8574999962,74057.93000000017,73445.56749999896,ELOP
945,131417.6675000079,71526.375,73275.91750000045,ELOP
946,128059.22250000574,66920.40500000026,73012.49749999773,ELOP
947,73317.90750000253,96856.39499999862,72950.82249999978,ELOP
948,121328.77000000142,73108.27749999939,73551.17250000034,ELOP
949,116551.25499999896,90018.92000000086,75255.25249999855,ELOP
950,70448.66999999993,74196.08250000048,82371.89249999914,ELOP
951,70924.17750000209,78669.13000000082,75160.6174999997,ELOP
952,91618.48750000448,75579.12000000058,83119.58999999892,ELOP
953,79811.37750000134,74422.95000000019,70302.69999999925,ELOP
954,72418.72750000283,90972.8775000004,69108.88499999791,ELOP
955,75564.02249999903,79032.05749999871,74237.60499999858,ELOP
956,72014.99750000052,73404.01999999955,83189.00999999885,ELOP
957,72033.05499999598,80930.96250000037,89766.9924999997,ELOP
958,72880.82249999978,83006.33999999985,79020.83249999862,ELOP
959,71869.08750000224,68306.41500000097,67118.31499999762,ELOP
960,68897.15499999933,73704.94999999972,81232.41750000045,ELOP
961,73146.36750000715,77314.48500000034,71206.07499999832,ELOP
962,74237.60499999858,72605.51249999972,81038.72500000056,ELOP
963,72918.72249999829,115192.83000000007,71209.17749999836,ELOP
964,71752.29500000179,68699.74249999924,86770.18500000052,ELOP
965,70594.49499999918,76390.1725000008,111837.732499999,ELOP
966,74538.05749999918,73611.06750000035,80500.16000000108,ELOP
967,71655.91749999858,71744.05249999976,73466.68500000052,ELOP
968,75930.89250000194,70739.38749999972,68916.68499999959,ELOP
969,71214.80250000209,73766.58250000048,73584.3825000003,ELOP
970,74304.03249999881,70167.2424999997,88377.93249999918,ELOP
971,81807.08999999613,72050.10499999998,75150.80999999959,ELOP
972,82618.2349999994,70951.13750000019,84799.90000000224,ELOP
973,78155.0150000006,81684.11249999935,92039.88749999832,ELOP
974,68045.40000000224,73797.09749999968,89387.13500000071,ELOP
975,84358.8900000006,68127.24749999959,76054.68749999814,ELOP
976,84540.3599999994,65791.58499999996,67156.32249999978,ELOP
977,91188.87249999866,74846.93500000006,69632.04750000034,ELOP
978,72783.76999999769,70118.06749999989,80361.21500000078,ELOP
979,92619.86500000022,78627.7875000001,69358.17750000115,ELOP
980,94818.74000000396,76944.99249999877,73392.95999999996,ELOP
981,73882.56000000797,75459.17499999981,78479.12999999803,ELOP
982,74602.30500000343,77543.56999999983,74571.69249999896,ELOP
983,90956.47000000069,71006.82749999966,74216.22999999952,ELOP
984,114335.1825000029,73753.52999999933,74176.67499999981,ELOP
985,73957.49999999814,73119.64250000007,74965.34749999829,ELOP
986,72799.18500000052,72455.06250000047,73159.95999999903,ELOP
987,70422.72250000015,79335.3524999991,69975.80999999959,ELOP
988,83432.97250000201,76993.30749999871,69710.51999999769,ELOP
989,73491.0575000029,76212.54000000097,75386.58999999892,ELOP
990,76821.17500000075,75737.85749999993,76303.30999999866,ELOP
991,67640.03499999829,73049.22999999998,74720.46499999985,ELOP
992,81620.9849999994,75109.0149999992,73011.62499999814,ELOP
993,75273.68500000052,71548.01250000019,70886.99750000145,ELOP
994,67791.73249999993,71592.34749999968,68996.9849999994,ELOP
995,68611.33250000328,73006.11500000022,71759.48999999836,ELOP
996,86759.10000000335,73805.05000000028,71526.42249999847,ELOP
997,73631.62749999948,70635.56999999983,72825.16000000015,ELOP
998,72429.90499999933,72974.14250000007,71622.55749999918,ELOP
999,73392.95999999903,75392.05499999924,76909.44000000227,ELOP
1000,74290.34749999829,74925.0,69195.11499999836,ELOP
1001,78219.12999999896,73501.78249999974,70198.57249999978,ELOP
1002,73524.99500000104,73302.1799999997,73449.95750000048,ELOP
1003,71077.39750000276,67931.48999999976,71991.88499999885,ELOP
1004,72458.94000000134,73760.04499999946,76835.87500000093,ELOP
1005,74550.37250000238,73155.6175000011,72590.4149999991,ELOP
1006,73912.04000000097,69132.96499999939,76569.99250000063,ELOP
1007,73784.59749999642,72232.71999999974,78212.08499999996,ELOP
1008,69996.72750000283,73884.79499999993,75859.01500000153,ELOP
1009,71930.34499999881,71742.35250000004,80813.50999999978,ELOP
1010,74129.4375,73115.9600000009,67936.32249999791,ELOP
1011,75712.85749999806,76962.71249999944,75841.9525000006,ELOP
1012,72405.06249999814,76356.12499999814,67654.18499999866,ELOP
1013,78735.12000000104,71760.35499999905,72175.45999999903,ELOP
1014,72135.16000000015,71299.43999999948,69210.21999999881,ELOP
1015,72101.68000000529,71151.83250000048,72259.69499999844,ELOP
1016,68996.22250000387,70638.2124999999,71516.02749999985,ELOP
1017,69715.04500000365,70843.72750000097,75368.92749999929,ELOP
1018,74446.6875,70751.3899999992,71633.7274999991,ELOP
1019,77368.25999999978,68288.9299999997,72826.06499999948,ELOP
1020,74374.42500000075,72463.89500000002,76259.2825000016,ELOP
1021,77946.07499999739,72041.48499999987,75046.23500000034,ELOP
1022,77227.65000000037,74143.97999999998,67622.96250000037,ELOP
1023,66314.44250000641,68538.20750000002,73359.99749999866,ELOP
1024,75807.6099999994,72692.09250000026,72335.71999999788,ELOP
1025,69531.17000000179,75114.29249999952,72088.46999999881,ELOP
1026,74099.04000000283,74787.75999999978,72813.15249999892,ELOP
1027,76366.11499999836,73233.15999999922,76758.21250000037,ELOP
1028,71248.92749999836,65931.64750000043,74989.32999999914,ELOP
1029,77867.03499999829,71578.27500000084,71830.8125,ELOP
1030,71902.1475000009,70779.29249999998,68198.97499999963,ELOP
1031,72143.0100000035,70586.8374999999,71330.81999999937,ELOP
1032,71528.56750000268,73180.6174999997,70665.41250000056,ELOP
1033,66337.15499999933,73030.44999999972,74814.64499999862,ELOP
