Timestamp(s),HostId,No# Tasks running,cpuUsage(CPU usage of all CPUs of the host in MHz),energyUsage(Power usage of the host in W)
490,00000000-0000-0000-0000-000000000000,0,0.0,500
490,00000000-0000-0000-0000-000000000001,0,0.0,500
500,00000000-0000-0000-0000-000000000000,0,0.0,500
500,00000000-0000-0000-0000-000000000001,0,0.0,500
510,00000000-0000-0000-0000-000000000000,0,0.0,500
510,00000000-0000-0000-0000-000000000001,0,0.0,500
520,00000000-0000-0000-0000-000000000000,0,0.0,500
520,00000000-0000-0000-0000-000000000001,0,0.0,500
530,00000000-0000-0000-0000-000000000000,0,0.0,500
530,00000000-0000-0000-0000-000000000001,0,0.0,500
540,00000000-0000-0000-0000-000000000000,0,0.0,500
540,00000000-0000-0000-0000-000000000001,0,0.0,500
550,00000000-0000-0000-0000-000000000000,0,0.0,500
550,00000000-0000-0000-0000-000000000001,0,0.0,500
560,00000000-0000-0000-0000-000000000000,0,0.0,500
560,00000000-0000-0000-0000-000000000001,0,0.0,500
570,00000000-0000-0000-0000-000000000000,0,0.0,500
570,00000000-0000-0000-0000-000000000001,0,0.0,500
580,00000000-0000-0000-0000-000000000000,0,0.0,500
580,00000000-0000-0000-0000-000000000001,0,0.0,500
590,00000000-0000-0000-0000-000000000000,0,0.0,500
590,00000000-0000-0000-0000-000000000001,0,0.0,500
600,00000000-0000-0000-0000-000000000000,0,0.0,500
600,00000000-0000-0000-0000-000000000001,0,0.0,500
610,00000000-0000-0000-0000-000000000000,0,0.0,500
610,00000000-0000-0000-0000-000000000001,0,0.0,500
620,00000000-0000-0000-0000-000000000000,0,0.0,500
620,00000000-0000-0000-0000-000000000001,0,0.0,500
630,00000000-0000-0000-0000-000000000000,0,0.0,500
630,00000000-0000-0000-0000-000000000001,0,0.0,500
640,00000000-0000-0000-0000-000000000000,0,0.0,500
640,00000000-0000-0000-0000-000000000001,0,0.0,500
650,00000000-0000-0000-0000-000000000000,0,0.0,500
650,00000000-0000-0000-0000-000000000001,0,0.0,500
660,00000000-0000-0000-0000-000000000000,0,0.0,500
660,00000000-0000-0000-0000-000000000001,0,0.0,500
670,00000000-0000-0000-0000-000000000000,0,0.0,500
670,00000000-0000-0000-0000-000000000001,0,0.0,500
680,00000000-0000-0000-0000-000000000000,0,0.0,500
680,00000000-0000-0000-0000-000000000001,0,0.0,500
690,00000000-0000-0000-0000-000000000000,0,0.0,500
690,00000000-0000-0000-0000-000000000001,0,0.0,500
700,00000000-0000-0000-0000-000000000000,0,0.0,500
700,00000000-0000-0000-0000-000000000001,0,0.0,500
710,00000000-0000-0000-0000-000000000000,0,0.0,500
710,00000000-0000-0000-0000-000000000001,0,0.0,500
720,00000000-0000-0000-0000-000000000000,0,0.0,500
720,00000000-0000-0000-0000-000000000001,0,0.0,500
730,00000000-0000-0000-0000-000000000000,0,0.0,500
730,00000000-0000-0000-0000-000000000001,0,0.0,500
740,00000000-0000-0000-0000-000000000000,0,0.0,500
740,00000000-0000-0000-0000-000000000001,0,0.0,500
750,00000000-0000-0000-0000-000000000000,0,0.0,500
750,00000000-0000-0000-0000-000000000001,0,0.0,500
760,00000000-0000-0000-0000-000000000000,0,0.0,500
760,00000000-0000-0000-0000-000000000001,0,0.0,500
770,00000000-0000-0000-0000-000000000000,0,0.0,500
770,00000000-0000-0000-0000-000000000001,0,0.0,500
780,00000000-0000-0000-0000-000000000000,0,0.0,500
780,00000000-0000-0000-0000-000000000001,0,0.0,500
790,00000000-0000-0000-0000-000000000000,0,0.0,500
790,00000000-0000-0000-0000-000000000001,0,0.0,500
800,00000000-0000-0000-0000-000000000000,0,0.0,500
800,00000000-0000-0000-0000-000000000001,0,0.0,500
810,00000000-0000-0000-0000-000000000000,0,0.0,500
810,00000000-0000-0000-0000-000000000001,0,0.0,500
820,00000000-0000-0000-0000-000000000000,0,0.0,500
820,00000000-0000-0000-0000-000000000001,0,0.0,500
830,00000000-0000-0000-0000-000000000000,0,0.0,500
830,00000000-0000-0000-0000-000000000001,0,0.0,500
840,00000000-0000-0000-0000-000000000000,0,0.0,500
840,00000000-0000-0000-0000-000000000001,0,0.0,500
850,00000000-0000-0000-0000-000000000000,0,0.0,500
850,00000000-0000-0000-0000-000000000001,0,0.0,500
860,00000000-0000-0000-0000-000000000000,0,0.0,500
860,00000000-0000-0000-0000-000000000001,0,0.0,500
870,00000000-0000-0000-0000-000000000000,0,0.0,500
870,00000000-0000-0000-0000-000000000001,0,0.0,500
880,00000000-0000-0000-0000-000000000000,0,0.0,500
880,00000000-0000-0000-0000-000000000001,0,0.0,500
890,00000000-0000-0000-0000-000000000000,0,0.0,500
890,00000000-0000-0000-0000-000000000001,0,0.0,500
900,00000000-0000-0000-0000-000000000000,0,0.0,500
900,00000000-0000-0000-0000-000000000001,0,0.0,500
910,00000000-0000-0000-0000-000000000000,0,0.0,500
910,00000000-0000-0000-0000-000000000001,0,0.0,500
920,00000000-0000-0000-0000-000000000000,0,0.0,500
920,00000000-0000-0000-0000-000000000001,0,0.0,500
930,00000000-0000-0000-0000-000000000000,0,0.0,500
930,00000000-0000-0000-0000-000000000001,0,0.0,500
940,00000000-0000-0000-0000-000000000000,0,0.0,500
940,00000000-0000-0000-0000-000000000001,0,0.0,500
950,00000000-0000-0000-0000-000000000000,0,0.0,500
950,00000000-0000-0000-0000-000000000001,0,0.0,500
960,00000000-0000-0000-0000-000000000000,0,0.0,500
