Timestamp(s),HostId,No# Tasks running,cpuUsage(CPU usage of all CPUs of the host in MHz),energyUsage(Power usage of the host in W)
10,00000000-0000-0000-0000-000000000001,1,1960.0,522
10,00000000-0000-0000-0000-000000000000,0,0.0,500
20,00000000-0000-0000-0000-000000000001,1,1960.0,524
20,00000000-0000-0000-0000-000000000000,0,0.0,500
30,00000000-0000-0000-0000-000000000001,0,0.0,513
30,00000000-0000-0000-0000-000000000000,0,0.0,500
40,00000000-0000-0000-0000-000000000001,0,0.0,500
40,00000000-0000-0000-0000-000000000000,0,0.0,500
50,00000000-0000-0000-0000-000000000001,0,0.0,500
50,00000000-0000-0000-0000-000000000000,0,0.0,500
60,00000000-0000-0000-0000-000000000001,0,0.0,500
60,00000000-0000-0000-0000-000000000000,0,0.0,500
70,00000000-0000-0000-0000-000000000001,0,0.0,500
70,00000000-0000-0000-0000-000000000000,0,0.0,500
80,00000000-0000-0000-0000-000000000001,0,0.0,500
80,00000000-0000-0000-0000-000000000000,0,0.0,500
90,00000000-0000-0000-0000-000000000001,0,0.0,500
90,00000000-0000-0000-0000-000000000000,0,0.0,500
100,00000000-0000-0000-0000-000000000001,0,0.0,500
100,00000000-0000-0000-0000-000000000000,0,0.0,500
110,00000000-0000-0000-0000-000000000001,0,0.0,500
110,00000000-0000-0000-0000-000000000000,0,0.0,500
120,00000000-0000-0000-0000-000000000001,0,0.0,500
120,00000000-0000-0000-0000-000000000000,0,0.0,500
130,00000000-0000-0000-0000-000000000001,0,0.0,500
130,00000000-0000-0000-0000-000000000000,0,0.0,500
140,00000000-0000-0000-0000-000000000001,0,0.0,500
140,00000000-0000-0000-0000-000000000000,0,0.0,500
150,00000000-0000-0000-0000-000000000001,0,0.0,500
150,00000000-0000-0000-0000-000000000000,0,0.0,500
160,00000000-0000-0000-0000-000000000001,0,0.0,500
160,00000000-0000-0000-0000-000000000000,0,0.0,500
170,00000000-0000-0000-0000-000000000001,0,0.0,500
170,00000000-0000-0000-0000-000000000000,0,0.0,500
180,00000000-0000-0000-0000-000000000001,0,0.0,500
180,00000000-0000-0000-0000-000000000000,0,0.0,500
190,00000000-0000-0000-0000-000000000001,0,0.0,500
190,00000000-0000-0000-0000-000000000000,0,0.0,500
200,00000000-0000-0000-0000-000000000001,0,0.0,500
200,00000000-0000-0000-0000-000000000000,0,0.0,500
210,00000000-0000-0000-0000-000000000001,0,0.0,500
210,00000000-0000-0000-0000-000000000000,0,0.0,500
220,00000000-0000-0000-0000-000000000001,0,0.0,500
220,00000000-0000-0000-0000-000000000000,0,0.0,500
230,00000000-0000-0000-0000-000000000001,0,0.0,500
230,00000000-0000-0000-0000-000000000000,0,0.0,500
240,00000000-0000-0000-0000-000000000001,0,0.0,500
