No# Tasks running,cpuUsage(CPU usage of all CPUs of the host in MHz),energyUsage(Power usage of the host in W)
0,125440.0,249348
0,125440.0,249954
0,125440.0,250321
0,125440.0,250247
0,123480.0,250309
0,125440.0,250311
0,125440.0,250434
0,125440.0,250239
0,125440.0,251655
0,125440.0,251712
0,125440.0,251886
0,125440.0,251664
0,125440.0,251683
0,125440.0,251589
0,125440.0,251894
0,125440.0,251878
0,125440.0,251605
0,125440.0,251686
0,125440.0,251545
0,125440.0,251409
0,125440.0,251416
0,125440.0,251523
0,125440.0,251228
0,125440.0,251564
0,125440.0,251186
0,123480.0,251181
0,123480.0,251397
0,123480.0,251519
0,123480.0,250976
0,125440.0,251316
0,125440.0,250726
0,125440.0,251344
0,125440.0,251214
0,125440.0,251544
0,125440.0,251035
0,125440.0,251195
0,123480.0,251328
0,125440.0,251176
0,125440.0,251456
0,125440.0,251229
0,125440.0,251242
0,125440.0,251335
0,125440.0,251553
0,125440.0,251119
0,123480.0,251066
0,125440.0,251337
0,125440.0,251521
0,125440.0,251397
0,125440.0,251839
0,125440.0,251902
0,125440.0,251853
0,125440.0,251809
0,125440.0,251875
0,125440.0,251597
0,125440.0,251848
0,125440.0,251895
0,33320.0,191276
0,11760.0,160074
0,11760.0,169662
0,15680.0,174529
0,15680.0,172839
0,19600.0,174674
0,13720.0,170702
0,5880.0,158755
0,27440.0,103335
0,9800.0,75041
0,7840.0,72291
0,5880.0,70751
0,1960.0,66730
0,9800.0,77617
0,7840.0,72104
0,3920.0,66157
0,15680.0,95677
0,1960.0,68583
0,0.0,66983
0,0.0,65292
0,0.0,60967
0,0.0,68577
0,0.0,67970
0,0.0,63030
