No# Tasks running,cpuUsage(CPU usage of all CPUs of the host in MHz),energyUsage(Power usage of the host in W)
0,125440.0,250211
0,125440.0,250436
0,125440.0,250401
0,125440.0,250400
0,120960.0,250209
0,120960.0,250272
0,120960.0,250175
0,120960.0,250247
0,125440.0,251871
0,125440.0,251834
0,125440.0,251901
0,125440.0,251756
0,120960.0,251682
0,120960.0,251739
0,120960.0,251875
0,120960.0,251756
0,125440.0,251657
0,125440.0,251651
0,125440.0,251544
0,125440.0,251444
0,120960.0,251327
0,118800.0,251630
0,118800.0,251638
0,120960.0,251511
0,125440.0,251485
0,125440.0,251331
0,123480.0,251242
0,125440.0,251353
0,120960.0,251134
0,120960.0,251427
0,120960.0,251246
0,120960.0,251628
0,125440.0,251178
0,125440.0,251011
0,125440.0,251349
0,123480.0,251198
0,118800.0,251265
0,120960.0,251350
0,120960.0,251281
0,120960.0,251216
0,125440.0,251691
0,125440.0,251352
0,125440.0,251631
0,125440.0,251087
0,120960.0,251489
0,120960.0,251563
0,118800.0,251397
0,118800.0,251534
0,125440.0,251530
0,125440.0,251755
0,125440.0,251485
0,125440.0,251649
0,118800.0,251496
0,120960.0,251740
0,120960.0,251662
0,120960.0,251558
0,27440.0,202418
0,27440.0,201987
0,25480.0,195892
0,33320.0,207544
0,36720.0,202972
0,21600.0,191984
0,30240.0,202198
0,21600.0,196045
0,1960.0,70134
0,13720.0,84995
0,5880.0,74323
0,9800.0,79395
0,8640.0,87631
0,4320.0,71386
0,8640.0,78663
0,4320.0,70015
