Time (s),Tasks #
2.0,890
1.0,970
7.0,444
0.001,541
2331.0,1
4428.0,1
61.0,111
95.0,5
661.0,9
85.0,6
5.0,38
3144.0,1
8.0,391
1383.0,4
36.0,567
10.0,758
1140.0,7
685.0,8
612.0,12
959.0,14
31.0,289
655.0,11
487.0,7
1006.0,5
875.0,8
1057.0,13
1061.0,6
33.0,546
1277.0,4
34.0,307
481.0,7
740.0,7
6828.0,1
12.0,9
561.0,13
90.0,1
2570.0,2
4126.0,2
9.0,958
3381.0,1
138.0,2
987.0,6
77.0,8
2600.0,1
2724.0,3
11.0,41
3.0,63
6740.0,1
2512.0,1
2692.0,2
5164.0,1
985.0,12
2657.0,1
67.0,9
92.0,4
497.0,3
93.0,3
110.0,3
72.0,4
1453.0,1
725.0,5
1022.0,8
425.0,1
506.0,7
806.0,8
795.0,7
600.0,6
1118.0,12
961.0,7
996.0,4
651.0,10
1209.0,7
898.0,1
462.0,5
1224.0,5
885.0,11
3020.0,1
71.0,3
940.0,3
59.0,9
2916.0,3
70.0,3
167.0,2
153.0,4
50.0,3
583.0,10
2675.0,2
2651.0,2
3305.0,1
3805.0,1
2720.0,1
622.0,12
5937.0,1
1633.0,1
73.0,4
161.0,1
5077.0,1
1946.0,1
48.0,2
2788.0,1
2055.0,1
6087.0,1
51.0,4
3387.0,1
2640.0,2
522.0,8
855.0,15
2688.0,1
2405.0,1
2685.0,2
2971.0,1
435.0,4
2555.0,1
24.0,228
6.0,16
18.0,978
20.0,1103
4.0,20
22.0,26
26.0,258
104.0,1
2712.0,2
891.0,4
2168.0,1
2864.0,1
553.0,6
520.0,8
594.0,5
1369.0,7
675.0,7
664.0,5
979.0,10
906.0,8
695.0,7
975.0,8
491.0,2
533.0,4
1161.0,12
472.0,2
1155.0,5
696.0,7
642.0,6
653.0,14
614.0,10
1083.0,5
673.0,6
955.0,4
834.0,5
957.0,9
1008.0,8
1081.0,13
671.0,3
894.0,6
742.0,5
1126.0,5
897.0,6
585.0,7
904.0,6
901.0,7
775.0,16
779.0,9
888.0,3
824.0,9
1263.0,5
489.0,5
953.0,11
789.0,9
767.0,8
870.0,6
35.0,18
1227.0,5
808.0,3
781.0,12
883.0,10
989.0,5
1108.0,6
1344.0,2
892.0,7
493.0,6
1170.0,6
1279.0,8
535.0,8
1231.0,6
1012.0,9
753.0,16
657.0,10
833.0,8
640.0,7
592.0,2
863.0,3
448.0,3
1207.0,1
512.0,8
1167.0,9
557.0,11
38.0,22
635.0,6
714.0,10
620.0,3
977.0,6
629.0,2
844.0,11
730.0,5
1266.0,1
550.0,1
997.0,5
1110.0,4
606.0,5
596.0,4
1153.0,3
551.0,11
674.0,6
1165.0,1
812.0,5
924.0,10
969.0,7
1020.0,10
29.0,5
764.0,7
1044.0,8
1016.0,8
820.0,12
1355.0,4
1203.0,3
1202.0,5
1318.0,6
729.0,5
746.0,7
1293.0,9
529.0,4
1334.0,5
816.0,7
1306.0,4
918.0,7
1085.0,8
862.0,5
931.0,4
483.0,7
628.0,4
777.0,12
1255.0,7
1196.0,8
536.0,3
911.0,6
474.0,4
1100.0,11
1040.0,9
709.0,6
826.0,5
1046.0,10
967.0,7
562.0,9
595.0,4
1018.0,9
688.0,5
930.0,5
797.0,3
763.0,5
669.0,6
751.0,5
1212.0,10
912.0,10
1062.0,2
618.0,10
648.0,7
659.0,7
516.0,3
1087.0,7
867.0,4
1034.0,5
665.0,8
1138.0,4
857.0,12
1287.0,7
1353.0,2
666.0,6
579.0,10
1148.0,6
879.0,9
1166.0,6
1320.0,5
877.0,12
1032.0,4
1105.0,4
800.0,5
1251.0,6
670.0,10
1070.0,8
1089.0,4
683.0,9
1253.0,12
581.0,3
577.0,9
1095.0,4
442.0,3
827.0,12
525.0,4
567.0,7
518.0,7
1111.0,6
1210.0,4
479.0,9
1226.0,8
893.0,5
455.0,3
689.0,5
466.0,6
650.0,3
909.0,6
1098.0,7
783.0,11
830.0,6
1387.0,4
1079.0,13
1379.0,6
1397.0,4
802.0,4
601.0,3
993.0,4
836.0,5
1220.0,11
711.0,5
738.0,9
1324.0,1
1187.0,9
1122.0,12
1035.0,6
774.0,6
1235.0,3
609.0,3
1142.0,10
804.0,7
1144.0,6
1351.0,6
942.0,6
900.0,6
602.0,3
2034.0,1
2840.0,1
414.0,1
135.0,1
1502.0,1
87.0,6
2485.0,2
788.0,6
57.0,5
2846.0,1
150.0,1
2631.0,3
6448.0,1
2731.0,1
28.0,10
25.0,11
16.0,2
1181.0,4
938.0,7
1059.0,7
848.0,9
555.0,9
928.0,3
831.0,4
1004.0,4
970.0,6
1150.0,2
973.0,2
1106.0,3
597.0,2
1163.0,3
851.0,7
1050.0,3
861.0,8
1191.0,9
1162.0,4
1101.0,4
757.0,7
1302.0,5
589.0,2
1171.0,5
842.0,5
1067.0,4
910.0,8
983.0,11
750.0,8
608.0,8
1189.0,5
1261.0,5
809.0,7
1001.0,3
681.0,8
490.0,4
1297.0,6
532.0,6
500.0,10
502.0,6
697.0,6
761.0,11
1193.0,5
625.0,5
992.0,4
1365.0,2
574.0,3
1248.0,7
1048.0,9
1232.0,4
1133.0,3
526.0,3
488.0,8
565.0,6
464.0,5
1131.0,6
1175.0,9
1246.0,7
908.0,4
994.0,3
734.0,2
1314.0,1
1216.0,7
504.0,5
1262.0,4
1151.0,5
564.0,6
492.0,7
1159.0,7
705.0,4
704.0,3
720.0,5
744.0,7
1073.0,5
1393.0,6
907.0,5
1132.0,7
787.0,9
846.0,10
701.0,3
431.0,6
471.0,4
570.0,1
914.0,4
473.0,3
1322.0,5
1267.0,3
1002.0,2
1198.0,7
770.0,2
548.0,9
965.0,4
593.0,7
528.0,8
1244.0,6
1075.0,7
587.0,8
835.0,5
712.0,9
801.0,9
766.0,7
790.0,3
927.0,3
1055.0,11
1229.0,7
814.0,10
1197.0,4
732.0,4
