Time (s),Tasks #
2.0,941
7.0,418
0.001,541
2331.0,1
4018.0,1
1.0,919
61.0,79
95.0,5
728.0,4
77.0,7
6.0,28
3144.0,1
1383.0,6
33.0,533
10.0,830
9.0,886
1035.0,7
755.0,8
675.0,11
959.0,16
31.0,309
594.0,6
487.0,4
1006.0,4
8.0,417
875.0,6
1061.0,3
36.0,580
34.0,287
1408.0,1
481.0,9
816.0,7
6196.0,1
14.0,5
561.0,11
90.0,2
2832.0,2
4126.0,2
3726.0,1
138.0,1
987.0,5
85.0,9
2865.0,1
2724.0,3
11.0,22
3.0,56
6740.0,1
2512.0,3
2692.0,1
5691.0,1
985.0,7
2657.0,1
92.0,5
67.0,41
497.0,1
93.0,1
110.0,1
72.0,3
1318.0,9
725.0,4
1126.0,6
469.0,3
506.0,7
806.0,7
722.0,11
600.0,4
1232.0,6
872.0,8
996.0,7
718.0,9
1332.0,7
898.0,4
462.0,5
1348.0,4
975.0,9
3020.0,2
64.0,5
940.0,8
59.0,4
3214.0,3
70.0,3
151.0,2
153.0,5
55.0,4
642.0,6
2948.0,1
2922.0,1
3305.0,1
4193.0,1
2468.0,1
685.0,6
6542.0,1
1800.0,1
4.0,27
66.0,5
146.0,4
5595.0,1
1946.0,1
53.0,6
2788.0,1
1864.0,1
5524.0,1
51.0,4
3074.0,1
5.0,26
2910.0,1
522.0,5
942.0,12
2963.0,1
2405.0,1
2685.0,3
2971.0,1
435.0,4
2816.0,1
24.0,231
18.0,1037
20.0,1041
26.0,259
94.0,2
2989.0,1
891.0,7
12.0,24
65.0,2
2168.0,1
2864.0,1
553.0,2
520.0,4
655.0,9
1242.0,8
732.0,6
888.0,5
822.0,12
631.0,4
809.0,4
491.0,2
587.0,7
1161.0,8
472.0,6
1155.0,5
696.0,9
708.0,6
720.0,9
614.0,7
1083.0,6
611.0,4
955.0,2
834.0,3
868.0,4
1008.0,6
1191.0,11
671.0,3
564.0,8
742.0,9
814.0,11
479.0,8
644.0,7
820.0,13
901.0,6
775.0,14
779.0,8
