No# Tasks running,cpuUsage(CPU usage of all CPUs of the host in MHz),energyUsage(Power usage of the host in W)
0,125440.0,250426
0,125440.0,249991
0,125440.0,250695
0,125440.0,250981
0,123480.0,250862
0,125440.0,250907
0,125440.0,250665
0,125440.0,249923
0,125440.0,250744
0,125440.0,250721
0,125440.0,250762
0,125440.0,250592
0,125440.0,250473
0,125440.0,250675
0,125440.0,250465
0,125440.0,249686
0,125440.0,251084
0,125440.0,249331
0,125440.0,249250
0,125440.0,249730
0,125440.0,249369
0,125440.0,247096
0,125440.0,246024
0,125440.0,243851
0,125440.0,237371
0,125440.0,233667
0,125440.0,231211
0,125440.0,228623
0,125440.0,218987
0,121520.0,223841
0,56840.0,224139
0,60760.0,224543
0,125440.0,251326
0,125440.0,251481
0,125440.0,251587
0,125440.0,251415
0,125440.0,251610
0,125440.0,251701
0,123480.0,251623
0,125440.0,251445
0,125440.0,251467
0,125440.0,251638
0,125440.0,251579
0,125440.0,251175
0,123480.0,251537
0,125440.0,251271
0,125440.0,247062
0,125440.0,245265
0,125440.0,220326
0,15680.0,164698
0,9800.0,176416
0,7840.0,162533
0,7840.0,162668
0,25480.0,174943
0,17640.0,176441
0,9800.0,179704
0,9800.0,167332
0,13720.0,169673
0,19600.0,176405
0,17640.0,177928
0,15680.0,173740
0,17640.0,171482
0,11760.0,166247
0,13720.0,171449
0,125440.0,243422
0,33320.0,82964
0,3920.0,69179
0,5880.0,69963
0,3920.0,68626
0,1960.0,70709
0,3920.0,69446
0,5880.0,69652
0,1960.0,67366
0,3920.0,68051
0,7840.0,76002
0,3920.0,68600
0,5880.0,70304
0,1960.0,70028
0,5880.0,70217
0,0.0,63447
0,121520.0,250992
0,68600.0,135517
0,0.0,64245
0,0.0,67408
0,0.0,62080
0,0.0,61132
0,0.0,63438
0,0.0,63833
0,0.0,61112
0,0.0,61748
0,0.0,67004
0,0.0,62424
0,0.0,63720
0,0.0,62768
0,0.0,63394
0,0.0,60000
0,49000.0,192369
0,43120.0,138835
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,59999
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,59999
0,0.0,59999
0,0.0,60000
0,37240.0,126348
0,19600.0,107610
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,5880.0,96741
0,0.0,66834
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
0,0.0,60000
